Team1_Team2,Team1_FG_Scored,Team1_FG_Attempted,Team1_FG_Percent,Team2_FG_Scored,Team2_FG_Attempted,Team2_FG_Percent,Team1_2P_Scored,Team1_2P_Attempted,Team1_2P_Percent,Team2_2P_Scored,Team2_2P_Attempted,Team2_2P_Percent,Team1_3P_Scored,Team1_3P_Attempted,Team1_3P_Percent,Team2_3P_Scored,Team2_3P_Attempted,Team2_3P_Percent,Team1_eFG%,Team2_eFG%,Team1_FT_Scored,Team1_FT_Attempted,Team1_FT_Percent,Team2_FT_Scored,Team2_FT_Attempted,Team2_FT_Percent,Team1_ORB,Team2_ORB,Team1_DRB,Team2_DRB,Team1_AST,Team2_AST,Team1_STL,Team2_STL,Team1_BLK,Team2_BLK,Team1_TOV,Team2_TOV,Team1_PF,Team2_PF,Team1_PTS,Team2_PTS,Location,Year,Team 1 Home or Away,Team 2 Home or Away
UNCG_Samford,17,60,28.3,17,46,37,12,38,31.6,10,29,34.5,5,22,22.7,7,17,41.2,32.5,44.6,10,14,71.4,14,16,87.5,14,4,26,30,7,9,9,3,0,4,13,16,18,15,49,55,Pete Hanna Center,2022,-1,-1
WesternCarolina_Gardner-Webb,18,50,36,32,62,51.6,10,22,45.5,20,30,66.7,8,28,28.6,12,32,37.5,44,61.3,15,22,68.2,11,13,84.6,11,11,20,25,11,21,2,9,1,5,17,9,12,22,59,87,Paul Porter Arena,2022,-1,-1
NonDivI-WarrenWilson_WesternCarolina,12,52,23.1,36,77,46.8,10,40,25,18,39,46.2,2,12,16.7,18,38,47.4,25,58.4,21,27,77.8,12,21,57.1,5,26,15,37,3,24,6,8,3,4,14,13,19,20,47,102,Ramsey Regional Activity Center,2022,-1,-1
WesternCarolina_SouthCarolinaUpstate,26,59,44.1,27,57,47.4,16,31,51.6,17,30,56.7,10,28,35.7,10,27,37,52.5,56.1,16,22,72.7,9,17,52.9,10,6,28,25,15,15,5,4,1,4,10,10,16,17,78,73,G.B. Hodge Center,2022,-1,-1
Wofford_WesternCarolina,31,58,53.4,22,56,39.3,18,27,66.7,13,26,50,13,31,41.9,9,30,30,64.7,47.3,9,13,69.2,11,19,57.9,9,10,29,20,21,11,6,4,3,1,10,13,22,15,84,64,Ramsey Regional Activity Center,2022,away,away
WesternCarolina_VMI,25,66,37.9,27,64,42.2,9,18,50,17,28,60.7,16,48,33.3,10,36,27.8,50,50,3,65,0,12,18,66.7,10,8,32,33,16,16,5,6,4,0,13,7,18,11,69,76,Cameron Hall,2022,away,home
UNCG_WesternCarolina,23,56,41.1,18,53,34,10,24,41.7,13,29,44.8,13,32,40.6,5,24,20.8,52.7,38.7,9,13,69.2,8,11,72.7,14,10,27,19,11,5,11,8,1,2,16,16,13,12,68,49,Ramsey Regional Activity Center,2022,-1,-1
WesternCarolina_Wofford,20,57,35.1,27,60,45,8,21,38.1,17,23,73.9,12,36,33.3,10,37,27,45.6,53.3,5,51,0,5,68,3.3,5,8,23,27,9,15,3,6,0,0,11,8,14,9,57,69,Jerry Richardson Indoor Stadium,2022,away,home
WesternCarolina_UNCG,21,53,39.6,24,51,47.1,11,34,32.4,12,25,48,10,19,52.6,12,26,46.2,49.1,58.8,12,18,66.7,13,20,65,13,11,19,23,14,12,2,3,2,6,8,8,17,14,0,0,Greensboro Coliseum,2022,-1,-1
VMI_WesternCarolina,23,61,37.7,33,65,50.8,10,22,45.5,24,35,68.6,13,39,33.3,9,30,30,48.4,57.7,14,17,82.4,7,14,50,8,9,28,30,14,11,3,5,1,3,13,11,13,14,0,0,Ramsey Regional Activity Center,2022,away,away
NonDivI-BarclayCollege_HoustonBaptist,15,60,25,41,71,57.7,9,34,26.5,19,33,57.6,6,26,23.1,22,38,57.9,30,73.2,8,14,57.1,18,26,69.2,8,17,13,39,8,30,8,10,0,10,23,18,19,15,44,122,Sharp Gymnasium,2022,-1,-1
HoustonBaptist_TexasA&M,13,49,26.5,28,60,46.7,8,24,33.3,20,40,50,5,25,20,8,20,40,31.6,53.3,8,98,8.9,9,13,69.2,7,14,19,29,8,19,7,12,5,4,22,16,14,15,39,73,Reed Arena,2022,away,home
HoustonBaptist_Denver,23,52,44.2,25,50,50,19,38,50,21,36,58.3,4,14,28.6,4,14,28.6,48.1,54,11,16,68.8,20,27,74.1,6,7,20,24,11,7,3,7,2,3,13,8,22,15,61,74,Hamilton Gymnasium,2022,away,away
NonDivI-SWAdventist_HoustonBaptist,21,55,38.2,34,74,45.9,14,34,41.2,28,51,54.9,7,21,33.3,6,23,26.1,44.5,50,13,20,65,26,39,66.7,5,27,19,33,11,21,7,8,3,4,17,15,27,19,62,100,Sharp Gymnasium,2022,-1,-1
OralRoberts_HoustonBaptist,29,60,48.3,26,56,46.4,17,32,53.1,20,35,57.1,12,28,42.9,6,21,28.6,58.3,51.8,15,22,68.2,9,15,60,13,9,26,21,9,11,7,4,1,4,13,16,18,24,85,67,Sharp Gymnasium,2022,away,home
NonDivI-ChampionChristian_HoustonBaptist,24,63,38.1,32,66,48.5,12,29,41.4,27,49,55.1,12,34,35.3,5,17,29.4,47.6,52.3,7,10,70,15,20,75,7,11,23,32,14,21,8,11,7,4,20,17,19,16,67,84,Sharp Gymnasium,2022,-1,-1
NonDivI-EcclesiaCollege_HoustonBaptist,24,58,41.4,32,62,51.6,17,36,47.2,21,31,67.7,7,22,31.8,11,31,35.5,47.4,60.5,8,98,8.9,19,27,70.4,6,14,23,29,11,20,7,8,3,2,20,15,23,15,63,94,Sharp Gymnasium,2022,-1,-1
SoutheasternLouisiana_HoustonBaptist,32,53,60.4,34,65,52.3,16,28,57.1,25,36,69.4,16,25,64,9,29,31,75.5,59.2,10,16,62.5,4,75,7.1,8,14,19,16,19,15,7,4,6,1,14,13,16,18,90,81,Leonard E. Merrell Center,2022,away,away
HoustonBaptist_NewOrleans,22,61,36.1,28,55,50.9,16,35,45.7,24,42,57.1,6,26,23.1,4,13,30.8,41,54.5,15,21,71.4,21,28,75,11,5,24,32,9,11,8,13,4,5,17,16,24,22,65,81,Leonard E. Merrell Center,2022,away,away
HoustonBaptist_IncarnateWord,19,51,37.3,22,54,40.7,16,34,47.1,13,29,44.8,3,17,17.6,9,25,36,40.2,49.1,9,11,81.8,7,71,0,7,5,27,25,11,12,7,5,0,2,12,8,12,12,50,60,Leonard E. Merrell Center,2022,away,away
HoustonBaptist_McNeese,27,47,57.4,26,48,54.2,23,32,71.9,18,31,58.1,4,15,26.7,8,17,47.1,61.7,62.5,17,24,70.8,18,23,78.3,6,7,17,17,12,16,10,5,1,1,14,17,16,20,75,78,Burton Coliseum,2022,away,away
HoustonBaptist_TexasA&M-CorpusChristi,26,54,48.1,22,57,38.6,20,35,57.1,17,40,42.5,6,19,31.6,5,17,29.4,53.7,43,19,27,70.4,22,28,78.6,8,9,27,22,15,9,9,8,1,1,16,16,22,23,77,71,American Bank Center,2022,away,away
NewOrleans_HoustonBaptist,20,50,40,19,56,33.9,14,38,36.8,11,34,32.4,6,12,50,8,22,36.4,46,41.1,31,41,75.6,20,26,76.9,7,8,33,27,9,13,7,5,4,5,14,18,25,30,77,66,Sharp Gymnasium,2022,away,home
Nicholls_HoustonBaptist,30,62,48.4,23,62,37.1,28,46,60.9,16,41,39,2,16,12.5,7,21,33.3,50,42.7,11,16,68.8,8,14,57.1,12,15,29,24,12,13,11,9,6,0,13,17,17,17,73,61,Sharp Gymnasium,2022,away,home
NorthwesternState_HoustonBaptist,33,54,61.1,29,53,54.7,16,28,57.1,23,40,57.5,17,26,65.4,6,13,46.2,76.9,60.4,14,16,87.5,23,31,74.2,5,8,20,16,19,15,7,12,6,3,15,15,18,17,97,87,Sharp Gymnasium,2022,away,home
HoustonBaptist_NorthwesternState,26,62,41.9,23,53,43.4,19,42,45.2,18,40,45,7,20,35,5,13,38.5,47.6,48.1,17,23,73.9,18,25,72,11,10,25,29,7,8,11,6,3,4,12,23,20,23,76,69,Prather Coliseum,2022,away,home
HoustonBaptist_SoutheasternLouisiana,29,65,44.6,36,60,60,14,33,42.4,30,43,69.8,15,32,46.9,6,17,35.3,56.2,65,11,15,73.3,11,17,64.7,10,10,18,27,14,14,13,8,0,4,12,18,17,13,84,89,University Center,2022,away,home
HoustonBaptist_Nicholls,26,60,43.3,32,60,53.3,20,39,51.3,25,37,67.6,6,21,28.6,7,23,30.4,48.3,59.2,12,18,66.7,13,17,76.5,9,9,23,29,12,9,4,9,0,4,13,13,18,18,70,84,David R. Stopher Gymnasium,2022,away,away
IncarnateWord_HoustonBaptist,20,50,40,28,58,48.3,10,28,35.7,23,41,56.1,10,22,45.5,5,17,29.4,50,52.6,18,20,90,21,25,84,5,11,18,25,9,11,5,10,0,1,16,12,21,17,0,0,Sharp Gymnasium,2022,away,home
TexasA&M-CorpusChristi_HoustonBaptist,24,60,40,20,53,37.7,17,43,39.5,14,27,51.9,7,17,41.2,6,26,23.1,45.8,43.4,20,24,83.3,24,28,85.7,15,10,25,21,10,11,10,10,0,7,14,13,23,21,0,0,Sharp Gymnasium,2022,away,home
McNeese_HoustonBaptist,53,96,55.2,46,95,48.4,46,71,64.8,39,72,54.2,7,25,28,7,23,30.4,58.9,52.1,31,45,68.9,50,65,76.9,13,22,37,36,18,18,8,6,8,3,12,13,39,31,0,0,Sharp Gymnasium,2022,away,home
NonDivI-CarverBibleCollege_Nicholls,19,53,35.8,53,74,71.6,11,30,36.7,42,49,85.7,8,23,34.8,11,25,44,43.4,79.1,6,10,60,3,56,0,6,7,14,30,9,26,6,21,0,2,29,11,7,10,52,120,David R. Stopher Gymnasium,2022,-1,-1
UtahValley_Nicholls,24,56,42.9,24,69,34.8,20,42,47.6,17,43,39.5,4,14,28.6,7,26,26.9,46.4,39.9,22,24,91.7,8,12,66.7,11,13,34,23,13,9,3,5,2,5,12,5,10,20,74,63,JSerra Pavillion,2022,away,away
NonDivI-SWChristianUniversity_Nicholls,24,62,38.7,31,75,41.3,17,40,42.5,19,38,50,7,22,31.8,12,37,32.4,44.4,49.3,3,56,0,13,17,76.5,10,24,20,29,9,15,3,7,2,4,17,10,12,11,58,87,David R. Stopher Gymnasium,2022,-1,-1
Nicholls_MississippiValleyState,38,65,58.5,30,71,42.3,26,40,65,24,46,52.2,12,25,48,6,25,24,67.7,46.5,7,16,43.8,14,25,56,6,13,33,26,22,10,7,13,3,8,15,11,19,12,95,80,Robert W. Harrison HPER Complex,2022,away,away
NonDivI-BlueMountainCollege_Nicholls,26,58,44.8,35,71,49.3,16,36,44.4,27,49,55.1,10,22,45.5,8,22,36.4,53.4,54.9,7,12,58.3,9,15,60,5,17,23,31,17,16,6,9,2,5,13,10,15,16,69,87,David R. Stopher Gymnasium,2022,-1,-1
MississippiValleyState_Nicholls,24,65,36.9,39,65,60,16,46,34.8,25,37,67.6,8,19,42.1,14,28,50,43.1,70.8,17,24,70.8,12,17,70.6,12,12,16,34,11,23,6,6,3,8,9,15,15,18,73,104,David R. Stopher Gymnasium,2022,away,away
Nicholls_IncarnateWord,36,62,58.1,21,62,33.9,30,46,65.2,15,36,41.7,6,16,37.5,6,26,23.1,62.9,38.7,9,12,75,8,12,66.7,9,14,28,16,18,9,8,5,4,0,15,17,19,20,87,56,Leonard E. Merrell Center,2022,away,away
TexasA&M-CorpusChristi_Nicholls,20,51,39.2,28,56,50,9,21,42.9,21,36,58.3,11,30,36.7,7,20,35,50,56.2,24,30,80,21,29,72.4,10,9,23,25,12,8,8,6,4,5,18,15,28,26,75,84,Leonard E. Merrell Center,2022,away,away
SoutheasternLouisiana_Nicholls,25,58,43.1,29,70,41.4,14,27,51.9,21,42,50,11,31,35.5,8,28,28.6,52.6,47.1,16,24,66.7,6,87,5,11,12,24,28,18,16,5,6,6,5,11,8,11,18,77,72,Leonard E. Merrell Center,2022,away,away
Nicholls_NewOrleans,28,69,40.6,25,57,43.9,23,45,51.1,19,43,44.2,5,24,20.8,6,14,42.9,44.2,49.1,5,10,50,22,30,73.3,10,10,25,33,9,15,9,5,6,3,15,17,17,9,66,78,Lakefront Arena,2022,away,home
NorthwesternState_Nicholls,23,62,37.1,28,69,40.6,16,37,43.2,22,46,47.8,7,25,28,6,23,26.1,42.7,44.9,5,86,2.5,7,13,53.8,14,15,32,27,11,9,1,10,3,4,18,8,17,17,58,69,David R. Stopher Gymnasium,2022,away,away
Nicholls_McNeese,30,61,49.2,22,52,42.3,23,41,56.1,15,34,44.1,7,20,35,7,18,38.9,54.9,49,14,21,66.7,20,26,76.9,12,10,23,25,11,13,10,7,1,1,15,18,21,23,81,71,Burton Coliseum,2022,away,away
IncarnateWord_Nicholls,21,56,37.5,29,63,46,9,26,34.6,21,39,53.8,12,30,40,8,24,33.3,48.2,52.4,4,85,0,3,83,7.5,11,11,25,26,12,18,6,9,1,3,14,8,13,7,58,69,David R. Stopher Gymnasium,2022,away,away
McNeese_Nicholls,25,61,41,35,69,50.7,15,39,38.5,27,50,54,10,22,45.5,8,19,42.1,49.2,56.5,13,24,54.2,4,75,7.1,22,13,24,20,7,15,2,14,3,5,19,10,12,17,73,82,David R. Stopher Gymnasium,2022,away,away
Nicholls_NorthwesternState,31,71,43.7,23,70,32.9,22,46,47.8,19,46,41.3,9,25,36,4,24,16.7,50,35.7,9,15,60,12,19,63.2,17,17,33,26,15,11,5,2,5,2,11,11,16,13,0,0,Prather Coliseum,2022,away,home
Nicholls_SoutheasternLouisiana,35,70,50,29,61,47.5,28,44,63.6,19,35,54.3,7,26,26.9,10,26,38.5,55,55.7,4,85,0,15,23,65.2,10,6,29,26,12,13,5,5,4,1,11,11,19,8,0,0,University Center,2022,away,home
Nicholls_TexasA&M-CorpusChristi,33,61,54.1,30,62,48.4,23,34,67.6,23,44,52.3,10,27,37,7,18,38.9,62.3,54,10,12,83.3,8,11,72.7,7,12,22,22,17,21,10,8,3,1,14,19,15,11,0,0,American Bank Center,2022,away,away
NewOrleans_Nicholls,27,67,40.3,31,58,53.4,22,50,44,21,33,63.6,5,17,29.4,10,25,40,44,62.1,26,32,81.2,20,32,62.5,11,7,29,33,9,14,11,7,1,5,15,17,27,26,0,0,David R. Stopher Gymnasium,2022,away,away
Nicholls_SMU,24,68,35.3,23,58,39.7,17,38,44.7,19,35,54.3,7,30,23.3,4,23,17.4,40.4,43.1,3,93,3.3,18,21,85.7,9,11,26,38,16,16,7,8,4,5,11,15,18,10,0,0,Moody Coliseum,2022,away,home
NonDivI-ChampionChristian_NorthwesternState,25,57,43.9,40,77,51.9,18,32,56.2,33,55,60,7,25,28,7,22,31.8,50,56.5,5,86,2.5,4,75,7.1,9,13,26,25,15,22,3,13,2,6,23,9,13,15,62,91,Prather Coliseum,2022,-1,-1
NorthwesternState_ULM,24,58,41.4,35,62,56.5,17,36,47.2,29,46,63,7,22,31.8,6,16,37.5,47.4,61.3,11,20,55,20,29,69,11,9,22,29,14,24,8,15,2,2,25,14,23,20,66,96,Thomas Assembly Center,2022,-1,-1
StephenF.Austin_NorthwesternState,28,62,45.2,28,61,45.9,21,39,53.8,19,42,45.2,7,23,30.4,9,19,47.4,50.8,53.3,9,15,60,3,74,2.9,13,12,24,26,11,21,9,10,10,3,15,16,11,12,72,68,Prather Coliseum,2022,away,home
NonDivI-DallasChristian_NorthwesternState,26,64,40.6,37,73,50.7,13,39,33.3,32,52,61.5,13,25,52,5,21,23.8,50.8,54.1,2,21,0,10,18,55.6,13,20,21,25,23,17,4,6,5,5,17,8,15,8,67,89,Prather Coliseum,2022,-1,-1
NorthwesternState_TexasA&M,25,62,40.3,31,66,47,17,41,41.5,24,40,60,8,21,38.1,7,26,26.9,46.8,52.3,3,74,2.9,11,13,84.6,8,11,24,31,19,17,7,11,2,5,17,14,12,11,61,80,Reed Arena,2022,away,home
NorthwesternState_TexasA&M-CorpusChristi,21,55,38.2,30,58,51.7,16,34,47.1,25,42,59.5,5,21,23.8,5,16,31.2,42.7,56,20,29,69,24,32,75,13,17,15,25,11,15,9,7,2,2,16,14,24,22,67,89,Leonard E. Merrell Center,2022,away,away
NorthwesternState_IncarnateWord,28,65,43.1,32,67,47.8,18,38,47.4,23,41,56.1,10,27,37,9,26,34.6,50.8,54.5,17,21,81,7,88,7.5,11,6,30,27,18,15,6,2,3,2,5,6,15,19,83,80,Leonard E. Merrell Center,2022,away,away
NewOrleans_NorthwesternState,28,56,50,32,65,49.2,26,45,57.8,25,47,53.2,2,11,18.2,7,18,38.9,51.8,54.6,22,30,73.3,8,98,8.9,11,15,19,22,11,15,11,8,3,3,14,18,12,21,80,79,Leonard E. Merrell Center,2022,away,away
NorthwesternState_SoutheasternLouisiana,28,62,45.2,26,62,41.9,22,45,48.9,19,37,51.4,6,17,35.3,7,25,28,50,47.6,12,23,52.2,20,25,80,14,5,34,25,15,15,3,12,1,2,20,11,21,20,74,79,University Center,2022,away,home
NorthwesternState_NewOrleans,32,73,43.8,30,58,51.7,24,49,49,27,47,57.4,8,24,33.3,3,11,27.3,49.3,54.3,5,95,5.6,22,25,88,12,11,18,31,20,12,8,6,3,0,14,20,17,13,77,85,Lakefront Arena,2022,away,home
IncarnateWord_NorthwesternState,25,56,44.6,31,54,57.4,15,33,45.5,21,36,58.3,10,23,43.5,10,18,55.6,53.6,66.7,10,15,66.7,7,12,58.3,9,8,20,27,10,16,7,6,0,3,13,13,15,17,70,79,Prather Coliseum,2022,away,home
TexasA&M-CorpusChristi_NorthwesternState,25,60,41.7,30,61,49.2,21,42,50,20,39,51.3,4,18,22.2,10,22,45.5,45,57.4,22,25,88,20,25,80,15,10,23,20,9,17,3,5,4,6,15,11,22,22,76,90,Prather Coliseum,2022,away,home
NorthwesternState_McNeese,32,72,44.4,31,59,52.5,23,50,46,21,38,55.3,9,22,40.9,10,21,47.6,50.7,61,11,14,78.6,21,26,80.8,13,9,21,30,19,19,2,5,6,7,8,12,19,17,84,93,Burton Coliseum,2022,away,away
McNeese_NorthwesternState,25,53,47.2,28,63,44.4,19,38,50,19,36,52.8,6,15,40,9,27,33.3,52.8,51.6,24,37,64.9,10,13,76.9,11,8,29,26,7,14,5,7,2,9,12,11,17,24,80,75,Prather Coliseum,2022,away,home
SoutheasternLouisiana_NorthwesternState,26,61,42.6,31,73,42.5,19,42,45.2,23,46,50,7,19,36.8,8,27,29.6,48.4,47.9,26,31,83.9,10,11,90.9,12,15,28,26,13,16,7,8,5,4,17,16,14,21,0,0,Prather Coliseum,2022,away,home
NonDivI-RegisUniv_Denver,22,61,36.1,25,56,44.6,18,36,50,20,37,54.1,4,25,16,5,19,26.3,39.3,49.1,17,25,68,13,20,65,9,6,27,32,9,9,11,10,3,3,15,16,18,20,65,68,Hamilton Gymnasium,2022,-1,-1
NonDivI-OttawaUniversity(Arizona)_Denver,30,65,46.2,27,60,45,24,44,54.5,20,41,48.8,6,21,28.6,7,19,36.8,50.8,50.8,6,87,5,10,14,71.4,12,9,24,21,14,16,4,9,4,7,17,15,20,15,72,71,Hamilton Gymnasium,2022,-1,-1
IUPUI_Denver,16,52,30.8,21,46,45.7,7,25,28,13,30,43.3,9,27,33.3,8,16,50,39.4,54.3,6,96,6.7,13,24,54.2,12,5,26,24,12,9,2,9,0,3,21,12,23,12,47,63,UTSA Convocation Center,2022,-1,-1
Denver_TexasA&M-CorpusChristi,22,47,46.8,24,56,42.9,15,22,68.2,18,39,46.2,7,25,28,6,17,35.3,54.3,48.2,16,23,69.6,15,22,68.2,9,11,25,19,13,8,6,8,6,1,18,13,18,24,67,69,UTSA Convocation Center,2022,away,away
Denver_UtahValley,26,58,44.8,26,48,54.2,18,38,47.4,24,36,66.7,8,20,40,2,12,16.7,51.7,56.2,8,12,66.7,23,33,69.7,9,7,18,23,18,20,8,9,2,6,18,19,25,16,68,77,UCCU Center,2022,away,home
Denver_TexasState,21,45,46.7,29,58,50,16,32,50,22,43,51.2,5,13,38.5,7,15,46.7,52.2,56,11,17,64.7,6,87,5,7,14,17,19,9,10,6,8,2,4,22,18,12,16,58,71,Strahan Arena at the University Events Center,2022,away,away
Denver_DixieState,25,55,45.5,27,59,45.8,17,31,54.8,11,30,36.7,8,24,33.3,16,29,55.2,52.7,59.3,4,66,6.7,12,13,92.3,7,10,23,25,15,22,1,7,1,1,16,15,16,15,62,82,Burns Arena,2022,-1,-1
UCSanDiego_Denver,19,58,32.8,26,54,48.1,11,26,42.3,23,42,54.8,8,32,25,3,12,25,39.7,50.9,10,13,76.9,9,16,56.2,7,13,21,31,10,7,4,4,6,5,13,20,19,15,56,64,Hamilton Gymnasium,2022,away,away
WesternIllinois_Denver,27,60,45,26,57,45.6,20,34,58.8,22,43,51.2,7,26,26.9,4,14,28.6,50.8,49.1,23,33,69.7,24,32,75,8,10,24,30,7,12,9,6,4,3,13,18,26,30,84,80,Hamilton Gymnasium,2022,away,away
SaintThomas_Denver,26,58,44.8,27,46,58.7,17,32,53.1,20,28,71.4,9,26,34.6,7,18,38.9,52.6,66.3,13,16,81.2,14,19,73.7,7,4,15,27,13,15,5,1,1,4,6,14,17,19,74,75,Hamilton Gymnasium,2022,-1,-1
Denver_OralRoberts,25,64,39.1,32,65,49.2,18,41,43.9,20,38,52.6,7,23,30.4,12,27,44.4,44.5,58.5,9,12,75,7,97,7.8,10,8,26,29,10,7,6,10,6,8,14,12,10,16,66,83,Mabee Center,2022,away,home
NorthDakota_Denver,26,51,51,34,60,56.7,19,28,67.9,24,40,60,7,23,30.4,10,20,50,57.8,65,15,22,68.2,15,19,78.9,7,6,22,21,9,21,7,9,1,1,18,10,21,19,74,93,Hamilton Gymnasium,2022,away,away
NorthDakotaState_Denver,28,59,47.5,26,63,41.3,19,40,47.5,23,51,45.1,9,19,47.4,3,12,25,55.1,43.7,22,27,81.5,14,19,73.7,14,10,28,22,6,8,3,9,7,5,11,8,17,19,87,69,Hamilton Gymnasium,2022,away,away
Denver_SouthDakota,24,51,47.1,29,64,45.3,15,31,48.4,25,49,51,9,20,45,4,15,26.7,55.9,48.4,14,19,73.7,18,25,72,7,16,21,21,10,11,1,4,5,2,13,4,21,19,71,80,Sanford Coyote Sports Center,2022,away,home
Denver_SouthDakotaState,24,62,38.7,28,58,48.3,14,33,42.4,17,31,54.8,10,29,34.5,11,27,40.7,46.8,57.8,4,94,4.4,13,20,65,7,6,27,34,16,13,2,6,3,1,11,10,20,14,62,80,Frost Arena,2022,away,home
Denver_UMKC,15,29,51.7,19,53,35.8,12,21,57.1,11,21,52.4,3,83,7.5,8,32,25,56.9,43.4,30,36,83.3,9,17,52.9,3,5,32,13,8,11,8,2,1,3,26,12,18,26,63,55,Swinney Recreation Center,2022,-1,-1
Omaha_Denver,21,57,36.8,35,62,56.5,18,44,40.9,23,37,62.2,3,13,23.1,12,25,48,39.5,66.1,18,20,90,12,22,54.5,7,7,23,31,8,20,3,5,4,2,9,4,20,17,63,94,Hamilton Gymnasium,2022,away,away
UMKC_Denver,28,64,43.8,21,52,40.4,21,43,48.8,17,35,48.6,7,21,33.3,4,17,23.5,49.2,44.2,9,16,56.2,15,19,78.9,12,12,21,27,8,8,10,3,3,8,6,17,18,17,72,61,Hamilton Gymnasium,2022,-1,-1
OralRoberts_Denver,33,66,50,26,57,45.6,19,36,52.8,14,30,46.7,14,30,46.7,12,27,44.4,60.6,56.1,9,14,64.3,16,19,84.2,11,5,27,26,9,13,4,4,3,4,7,8,17,15,89,80,Hamilton Gymnasium,2022,away,away
Denver_NorthDakota,32,68,47.1,27,67,40.3,26,47,55.3,12,31,38.7,6,21,28.6,15,36,41.7,51.5,51.5,11,16,68.8,10,18,55.6,11,9,35,28,10,19,6,4,5,1,14,13,20,21,81,79,Betty Engelstad Sioux Center,2022,away,home
Denver_NorthDakotaState,21,55,38.2,23,56,41.1,14,36,38.9,15,30,50,7,19,36.8,8,26,30.8,44.5,48.2,16,19,84.2,19,23,82.6,8,11,23,28,8,13,6,4,1,3,9,11,17,17,65,73,Scheels Center,2022,away,home
SouthDakotaState_Denver,32,55,58.2,21,59,35.6,16,27,59.3,11,34,32.4,16,28,57.1,10,25,40,72.7,44.1,4,58,0,9,13,69.2,5,12,28,19,23,6,5,5,7,5,9,10,11,8,84,61,Hamilton Gymnasium,2022,away,away
SouthDakota_Denver,27,56,48.2,29,60,48.3,18,36,50,20,36,55.6,9,20,45,9,24,37.5,56.2,55.8,21,26,80.8,9,15,60,10,14,20,20,11,11,4,4,3,4,6,13,15,22,84,76,Hamilton Gymnasium,2022,away,away
Denver_Omaha,25,59,42.4,27,66,40.9,17,38,44.7,18,41,43.9,8,21,38.1,9,25,36,49.2,47.7,11,18,61.1,9,11,81.8,6,15,25,32,11,13,4,6,3,3,10,14,12,16,69,72,Baxter Arena,2022,away,home
Denver_SaintThomas,32,48,66.7,29,61,47.5,21,30,70,18,33,54.5,11,18,61.1,11,28,39.3,78.1,56.6,16,20,80,11,16,68.8,3,12,20,15,16,13,2,4,2,0,9,9,17,16,0,0,Schoenecker Arena,2022,-1,-1
Denver_WesternIllinois,33,65,50.8,27,63,42.9,25,42,59.5,18,34,52.9,8,23,34.8,9,29,31,56.9,50,9,11,81.8,14,17,82.4,6,13,24,27,19,15,6,4,3,2,6,11,16,11,0,0,LeRoy A. Ufkes Court at Western Hall,2022,away,away
Milwaukee_NorthDakota,23,53,43.4,20,69,29,17,38,44.7,12,40,30,6,15,40,8,29,27.6,49.1,34.8,23,30,76.7,12,14,85.7,3,14,35,32,9,10,5,3,3,1,8,10,20,21,75,60,Betty Engelstad Sioux Center,2022,-1,-1
Montana_NorthDakota,24,50,48,24,49,49,18,36,50,15,30,50,6,14,42.9,9,19,47.4,54,58.2,23,27,85.2,22,30,73.3,8,10,20,22,10,11,7,5,1,2,12,13,29,22,77,79,Betty Engelstad Sioux Center,2022,away,home
Troy_NorthDakota,28,63,44.4,24,52,46.2,21,41,51.2,14,30,46.7,7,22,31.8,10,22,45.5,50,55.8,9,14,64.3,16,20,80,12,8,21,27,15,14,11,3,2,2,11,15,24,16,72,74,FAU Arena,2022,away,away
NorthDakota_FAU,27,56,48.2,35,64,54.7,13,27,48.1,20,37,54.1,14,29,48.3,15,27,55.6,60.7,66.4,11,15,73.3,13,19,68.4,8,10,22,22,16,21,2,6,1,4,13,6,14,15,79,98,FAU Arena,2022,-1,-1
NonDivI-PresentationCollege_NorthDakota,22,56,39.3,24,62,38.7,13,29,44.8,14,36,38.9,9,27,33.3,10,26,38.5,47.3,46.8,2,63,3.3,14,20,70,9,14,29,28,11,12,5,4,3,3,16,8,20,10,55,72,Betty Engelstad Sioux Center,2022,-1,-1
NorthDakota_CaliforniaBaptist,22,51,43.1,36,62,58.1,15,29,51.7,28,38,73.7,7,22,31.8,8,24,33.3,50,64.5,20,23,87,9,13,69.2,7,11,19,24,16,25,3,4,1,3,13,11,14,20,71,89,CBU Events Center,2022,away,home
NonDivI-NorthCentral(MN)_NorthDakota,24,66,36.4,40,67,59.7,17,33,51.5,23,36,63.9,7,33,21.2,17,31,54.8,41.7,72.4,10,13,76.9,13,18,72.2,13,8,23,31,9,24,5,6,1,1,18,11,20,18,65,110,Betty Engelstad Sioux Center,2022,-1,-1
DixieState_NorthDakota,30,62,48.4,22,50,44,23,42,54.8,14,22,63.6,7,20,35,8,28,28.6,54,52,11,19,57.9,17,24,70.8,13,9,22,25,14,15,5,2,0,6,8,13,25,20,78,69,Betty Engelstad Sioux Center,2022,-1,-1
NorthDakota_NorthDakotaState,28,62,45.2,32,63,50.8,18,35,51.4,24,44,54.5,10,27,37,8,19,42.1,53.2,57.1,10,13,76.9,14,21,66.7,8,10,24,26,10,11,2,3,1,2,9,6,20,15,76,86,Scheels Center,2022,away,home
