Team1_Team2,Team1_FG_Scored,Team1_FG_Attempted,Team1_FG_Percent,Team2_FG_Scored,Team2_FG_Attempted,Team2_FG_Percent,Team1_2P_Scored,Team1_2P_Attempted,Team1_2P_Percent,Team2_2P_Scored,Team2_2P_Attempted,Team2_2P_Percent,Team1_3P_Scored,Team1_3P_Attempted,Team1_3P_Percent,Team2_3P_Scored,Team2_3P_Attempted,Team2_3P_Percent,Team1_eFG%,Team2_eFG%,Team1_FT_Scored,Team1_FT_Attempted,Team1_FT_Percent,Team2_FT_Scored,Team2_FT_Attempted,Team2_FT_Percent,Team1_ORB,Team2_ORB,Team1_DRB,Team2_DRB,Team1_AST,Team2_AST,Team1_STL,Team2_STL,Team1_BLK,Team2_BLK,Team1_TOV,Team2_TOV,Team1_PF,Team2_PF,Team1_PTS,Team2_PTS,Location,Year,Team 1 Home or Away,Team 2 Home or Away
Drexel_SaintJoseph's,27,57,47.4,28,60,46.7,21,48,43.8,22,41,53.7,6,96,6.7,6,19,31.6,52.6,51.7,18,25,72,13,17,76.5,8,7,26,26,15,13,5,4,1,1,8,10,17,20,78,75,Michael J. Hagan '85 Arena,2022,away,away
Drexel_Charlotte,27,57,47.4,24,57,42.1,22,42,52.4,21,41,51.2,5,15,33.3,3,16,18.8,51.8,44.7,8,12,66.7,4,66,6.7,8,10,25,24,12,10,6,3,1,5,8,11,9,14,67,55,Baha Mar Convention Center,2022,away,away
FairleighDickinson_Drexel,23,55,41.8,33,67,49.3,17,38,44.7,27,47,57.4,6,17,35.3,6,20,30,47.3,53.7,13,15,86.7,14,22,63.6,4,14,25,29,12,19,6,6,4,3,15,11,19,14,65,86,Daskalakis Athletic Center,2022,away,home
Drexel_Princeton,32,67,47.8,31,69,44.9,24,45,53.3,23,46,50,8,22,36.4,8,23,34.8,53.7,50.7,7,11,63.6,11,18,61.1,11,8,34,22,13,13,2,12,4,2,17,7,18,17,79,81,Jadwin Gymnasium,2022,away,home
Drexel_AbileneChristian,19,57,33.3,26,63,41.3,14,28,50,18,43,41.9,5,29,17.2,8,20,40,37.7,47.6,13,18,72.2,13,20,65,10,8,29,26,6,12,7,4,4,0,15,14,21,22,56,73,Teague Center,2022,away,away
CoppinState_Drexel,25,60,41.7,26,65,40,16,32,50,16,32,50,9,28,32.1,10,33,30.3,49.2,47.7,10,19,52.6,14,19,73.7,6,11,29,32,12,15,8,5,5,4,10,11,18,16,69,76,Daskalakis Athletic Center,2022,away,home
Towson_Drexel,25,61,41,22,49,44.9,22,41,53.7,11,28,39.3,3,20,15,11,21,52.4,43.4,56.1,8,17,47.1,10,16,62.5,17,6,22,23,10,14,7,4,2,3,8,11,16,15,61,65,Daskalakis Athletic Center,2022,away,home
Drexel_Northeastern,31,61,50.8,24,53,45.3,25,47,53.2,17,32,53.1,6,14,42.9,7,21,33.3,55.7,51.9,8,12,66.7,13,17,76.5,5,8,22,24,17,11,11,5,5,1,6,15,13,13,76,68,Matthews Arena,2022,-1,-1
Drexel_Hofstra,29,61,47.5,29,59,49.2,22,39,56.4,25,43,58.1,7,22,31.8,4,16,25,53.3,52.5,3,65,0,9,10,90,11,6,24,22,13,11,4,4,3,1,10,5,14,10,68,71,David S. Mack Sports and Exhibition Complex,2022,away,away
Elon_Drexel,18,54,33.3,28,53,52.8,12,32,37.5,16,33,48.5,6,22,27.3,12,20,60,38.9,64.2,7,88,7.5,9,11,81.8,13,3,24,24,6,16,4,11,2,2,19,9,15,12,49,77,Daskalakis Athletic Center,2022,away,home
William&Mary_Drexel,29,61,47.5,25,65,38.5,21,42,50,18,38,47.4,8,19,42.1,7,27,25.9,54.1,43.8,17,21,81,18,23,78.3,11,11,31,22,12,16,11,10,1,7,22,18,17,18,83,75,Daskalakis Athletic Center,2022,away,home
Drexel_JamesMadison,31,56,55.4,31,64,48.4,19,32,59.4,21,42,50,12,24,50,10,22,45.5,66.1,56.2,14,18,77.8,10,16,62.5,7,8,28,21,14,12,4,7,6,3,15,9,12,15,88,82,Atlantic Union Bank Center,2022,away,home
Drexel_Towson,26,60,43.3,26,50,52,19,43,44.2,24,39,61.5,7,17,41.2,2,11,18.2,49.2,54,3,47,5,12,18,66.7,11,9,17,24,7,7,1,6,2,1,9,8,17,13,62,66,SECU Arena,2022,away,home
Drexel_UNCW,24,50,48,28,62,45.2,18,35,51.4,23,43,53.5,6,15,40,5,19,26.3,54,49.2,9,13,69.2,9,11,81.8,9,7,28,20,7,10,2,12,3,4,19,6,12,13,63,70,Trask Coliseum,2022,-1,-1
JamesMadison_Drexel,25,60,41.7,21,49,42.9,14,34,41.2,13,22,59.1,11,26,42.3,8,27,29.6,50.8,51,5,10,50,22,30,73.3,8,5,28,30,13,16,6,6,1,3,14,14,26,15,66,72,Daskalakis Athletic Center,2022,away,home
Hofstra_Drexel,33,57,57.9,29,65,44.6,24,41,58.5,24,47,51.1,9,16,56.2,5,18,27.8,65.8,48.5,8,11,72.7,10,16,62.5,6,7,31,19,17,15,3,8,3,4,15,6,18,12,83,73,Daskalakis Athletic Center,2022,away,home
Northeastern_Drexel,19,55,34.5,26,57,45.6,16,40,40,21,40,52.5,3,15,20,5,17,29.4,37.3,50,10,13,76.9,10,12,83.3,12,7,23,25,7,12,4,6,4,5,10,6,16,15,51,67,Daskalakis Athletic Center,2022,-1,-1
Drexel_Charleston,29,59,49.2,30,61,49.2,19,36,52.8,24,40,60,10,23,43.5,6,21,28.6,57.6,54.1,7,12,58.3,13,18,72.2,7,13,23,26,14,14,5,7,4,1,11,12,20,16,75,79,TD Arena,2022,away,home
Drexel_William&Mary,29,58,50,20,52,38.5,22,36,61.1,15,39,38.5,7,22,31.8,5,13,38.5,56,43.3,7,11,63.6,12,13,92.3,7,4,27,26,10,7,4,5,3,1,9,13,15,15,72,57,Kaplan Arena,2022,away,home
Drexel_Elon,24,52,46.2,22,68,32.4,22,40,55,18,46,39.1,2,12,16.7,4,22,18.2,48.1,35.3,21,30,70,12,17,70.6,5,18,31,27,8,7,3,5,0,4,8,11,17,26,71,60,Schar Center,2022,away,home
UNCW_Drexel,26,65,40,24,61,39.3,19,48,39.6,17,44,38.6,7,17,41.2,7,17,41.2,45.4,45.1,10,16,62.5,8,13,61.5,14,20,20,28,6,6,10,3,5,1,5,12,17,16,0,0,Daskalakis Athletic Center,2022,-1,-1
Charleston_Drexel,34,66,51.5,34,70,48.6,29,47,61.7,30,53,56.6,5,19,26.3,4,17,23.5,55.3,51.4,6,10,60,8,15,53.3,11,12,28,24,8,11,6,6,2,2,13,7,17,14,0,0,Daskalakis Athletic Center,2022,away,home
Elon_Florida,20,52,38.5,25,59,42.4,15,32,46.9,17,34,50,5,20,25,8,25,32,43.3,49.2,16,24,66.7,16,29,55.2,11,18,23,25,10,16,9,7,3,10,14,13,22,18,61,74,Exactech Arena at Stephen C. O'Connell Center,2022,away,away
NonDivI-Randolph_Elon,21,61,34.4,38,64,59.4,14,40,35,18,31,58.1,7,21,33.3,20,33,60.6,40.2,75,13,16,81.2,11,15,73.3,10,8,19,32,7,27,3,8,0,6,13,7,15,17,62,107,Schar Center,2022,-1,-1
NonDivI-BluefieldCollege_Elon,25,69,36.2,31,66,47,14,41,34.1,20,34,58.8,11,28,39.3,11,32,34.4,44.2,55.3,11,18,61.1,16,17,94.1,12,12,24,34,9,21,8,1,2,2,6,10,14,19,72,89,Schar Center,2022,-1,-1
OleMiss_Elon,26,53,49.1,18,52,34.6,22,40,55,15,35,42.9,4,13,30.8,3,17,17.6,52.8,37.5,18,28,64.3,17,24,70.8,8,5,34,25,14,9,5,5,3,2,13,17,20,24,74,56,TD Arena,2022,away,away
Elon_UNCG,25,70,35.7,20,43,46.5,16,40,40,12,24,50,9,30,30,8,19,42.1,42.1,55.8,2,21,0,26,30,86.7,11,6,19,33,12,12,10,7,2,5,11,16,23,13,61,74,Greensboro Coliseum,2022,-1,-1
Elon_NorthCarolina,25,58,43.1,23,59,39,17,29,58.6,16,36,44.4,8,29,27.6,7,23,30.4,50,44.9,5,95,5.6,27,35,77.1,2,15,22,33,11,11,8,12,4,3,16,16,22,14,63,80,Dean E. Smith Center,2022,-1,-1
Elon_Arkansas,21,59,35.6,22,48,45.8,13,33,39.4,14,26,53.8,8,26,30.8,8,22,36.4,42.4,54.2,5,95,5.6,29,35,82.9,8,10,19,31,12,14,6,5,4,10,11,13,23,16,55,81,Bud Walton Arena,2022,away,home
Northeastern_Elon,18,53,34,31,60,51.7,13,31,41.9,19,34,55.9,5,22,22.7,12,26,46.2,38.7,61.7,21,25,84,5,51,0,12,11,18,27,8,15,3,6,4,4,10,10,13,23,62,79,Schar Center,2022,-1,-1
Elon_Charleston,20,51,39.2,26,59,44.1,12,27,44.4,22,38,57.9,8,24,33.3,4,21,19,47.1,47.5,13,19,68.4,9,16,56.2,7,11,26,27,9,5,6,7,1,3,17,13,19,26,61,65,TD Arena,2022,away,home
Elon_UNCW,26,53,49.1,23,56,41.1,20,34,58.8,16,34,47.1,6,19,31.6,7,22,31.8,54.7,47.3,8,11,72.7,20,22,90.9,6,11,24,23,9,12,2,3,3,3,8,7,20,19,66,73,Trask Coliseum,2022,-1,-1
Towson_Elon,20,50,40,21,51,41.2,15,35,42.9,13,24,54.2,5,15,33.3,8,27,29.6,45,49,14,18,77.8,4,66,6.7,10,8,24,21,8,12,9,5,1,2,14,17,14,16,59,54,Schar Center,2022,away,home
JamesMadison_Elon,22,53,41.5,30,61,49.2,18,35,51.4,13,21,61.9,4,18,22.2,17,40,42.5,45.3,63.1,19,24,79.2,13,18,72.2,6,10,24,28,11,25,7,2,1,3,8,10,22,23,67,90,Schar Center,2022,away,home
William&Mary_Elon,21,54,38.9,23,58,39.7,17,32,53.1,14,24,58.3,4,22,18.2,9,34,26.5,42.6,47.4,8,13,61.5,6,96,6.7,11,7,31,25,7,12,7,5,0,4,17,11,16,16,54,61,Schar Center,2022,away,home
Elon_William&Mary,24,57,42.1,20,47,42.6,16,27,59.3,15,30,50,8,30,26.7,5,17,29.4,49.1,47.9,5,95,5.6,20,26,76.9,11,7,23,25,15,11,7,8,3,0,13,13,22,16,61,65,Kaplan Arena,2022,away,home
UNCW_Elon,20,58,34.5,28,47,59.6,11,28,39.3,24,37,64.9,9,30,30,4,10,40,42.2,63.8,16,18,88.9,18,23,78.3,12,7,14,27,8,10,6,4,2,2,10,12,22,16,65,78,Schar Center,2022,-1,-1
Charleston_Elon,22,58,37.9,22,49,44.9,19,35,54.3,16,32,50,3,23,13,6,17,35.3,40.5,51,19,22,86.4,14,18,77.8,14,7,22,25,6,12,11,6,1,3,16,20,19,22,66,64,Schar Center,2022,away,home
Elon_JamesMadison,22,54,40.7,22,54,40.7,11,26,42.3,15,31,48.4,11,28,39.3,7,23,30.4,50.9,47.2,15,17,88.2,15,18,83.3,10,7,26,22,13,15,1,4,3,3,10,7,15,15,70,66,Atlantic Union Bank Center,2022,away,home
Elon_Towson,20,51,39.2,32,55,58.2,15,34,44.1,24,38,63.2,5,17,29.4,8,17,47.1,44.1,65.5,5,11,45.5,14,22,63.6,6,10,18,27,10,16,1,11,3,5,14,8,18,19,50,86,SECU Arena,2022,away,home
Hofstra_Elon,34,65,52.3,20,41,48.8,17,28,60.7,13,25,52,17,37,45.9,7,16,43.8,65.4,57.3,12,13,92.3,17,25,68,9,3,22,23,18,13,13,2,2,1,5,16,19,14,97,64,Schar Center,2022,away,home
Elon_Hofstra,31,65,47.7,18,61,29.5,23,39,59,12,34,35.3,8,26,30.8,6,27,22.2,53.8,34.4,11,12,91.7,13,16,81.2,16,7,39,19,12,12,3,7,2,4,15,8,19,11,0,0,David S. Mack Sports and Exhibition Complex,2022,away,away
Elon_Northeastern,25,59,42.4,19,55,34.5,17,35,48.6,12,30,40,8,24,33.3,7,25,28,49.2,40.9,9,14,64.3,9,11,81.8,8,8,22,22,10,7,4,2,2,2,9,12,19,19,0,0,Matthews Arena,2022,-1,-1
Monmouth_Charlotte,24,55,43.6,21,55,38.2,20,36,55.6,15,28,53.6,4,19,21.1,6,27,22.2,47.3,43.6,14,15,93.3,20,24,83.3,9,7,29,23,12,9,2,8,4,1,15,7,21,14,66,68,Dale F. Halton Arena,2022,away,home
Monmouth_Towson,22,44,50,19,60,31.7,17,33,51.5,13,41,31.7,5,11,45.5,6,19,31.6,55.7,36.7,30,36,83.3,27,33,81.8,6,13,24,17,7,7,2,8,1,2,19,14,29,27,79,71,SECU Arena,2022,away,home
Lehigh_Monmouth,27,55,49.1,28,65,43.1,20,35,57.1,20,45,44.4,7,20,35,8,20,40,55.5,49.2,14,18,77.8,21,23,91.3,5,10,26,27,11,10,4,10,7,3,17,9,19,17,75,85,OceanFirst Bank Center,2022,away,home
Monmouth_SaintJoseph's,30,62,48.4,22,61,36.1,22,47,46.8,9,24,37.5,8,15,53.3,13,37,35.1,54.8,46.7,19,21,90.5,18,25,72,10,11,33,23,7,12,4,7,3,4,12,11,16,19,87,75,Michael J. Hagan '85 Arena,2022,away,away
Princeton_Monmouth,25,64,39.1,30,69,43.5,15,35,42.9,20,42,47.6,10,29,34.5,10,27,37,46.9,50.7,4,58,0,6,96,6.7,12,13,28,28,9,10,4,9,2,5,12,7,14,10,64,76,OceanFirst Bank Center,2022,away,home
Monmouth_Niagara,19,47,40.4,16,54,29.6,13,32,40.6,12,36,33.3,6,15,40,4,18,22.2,46.8,33.3,13,15,86.7,13,16,81.2,4,9,30,25,11,13,6,4,3,1,11,9,14,17,57,49,Gallagher Center,2022,away,home
Monmouth_Canisius,28,50,56,22,59,37.3,25,40,62.5,15,33,45.5,3,10,30,7,26,26.9,59,43.2,20,30,66.7,14,21,66.7,5,9,31,19,11,11,7,9,8,2,16,13,20,25,79,65,Koessler Athletic Center,2022,away,home
Monmouth_SaintJohn's,30,66,45.5,32,67,47.8,21,41,51.2,26,49,53.1,9,25,36,6,18,33.3,52.3,52.2,14,20,70,18,25,72,15,11,28,25,12,19,10,12,3,6,18,12,19,18,83,88,Carnesecca Arena,2022,-1,-1
Monmouth_Yale,18,53,34,21,52,40.4,14,36,38.9,13,21,61.9,4,17,23.5,8,31,25.8,37.7,48.1,29,33,87.9,10,13,76.9,14,4,29,23,12,10,6,5,2,2,14,16,19,27,69,60,John J. Lee Amphitheater,2022,away,home
Colgate_Monmouth,25,60,41.7,30,61,49.2,12,34,35.3,21,40,52.5,13,26,50,9,21,42.9,52.5,56.6,3,65,0,8,10,80,13,9,23,22,15,17,5,8,4,5,17,10,11,11,66,77,OceanFirst Bank Center,2022,away,home
Hofstra_Monmouth,25,60,41.7,23,56,41.1,14,29,48.3,14,28,50,11,31,35.5,9,28,32.1,50.8,49.1,16,18,88.9,16,20,80,9,9,27,26,15,14,5,2,3,1,10,13,19,19,77,71,OceanFirst Bank Center,2022,away,home
Monmouth_SaintPeter's,21,52,40.4,20,61,32.8,18,39,46.2,13,41,31.7,3,13,23.1,7,20,35,43.3,38.5,17,24,70.8,20,29,69,10,18,27,24,11,9,2,8,4,4,13,9,23,22,62,67,Yanitelli Center,2022,away,home
Monmouth_Marist,16,56,28.6,26,54,48.1,14,36,38.9,16,31,51.6,2,20,10,10,23,43.5,30.4,57.4,14,20,70,22,27,81.5,13,8,21,30,5,7,2,4,2,3,14,11,24,18,48,84,McCann Arena,2022,away,home
Iona_Monmouth,31,66,47,30,66,45.5,20,37,54.1,24,48,50,11,29,37.9,6,18,33.3,55.3,50,13,17,76.5,19,30,63.3,12,9,34,26,23,11,2,12,5,6,16,7,21,19,86,85,OceanFirst Bank Center,2022,away,home
Monmouth_Fairfield,24,49,49,20,47,42.6,18,32,56.2,10,23,43.5,6,17,35.3,10,24,41.7,55.1,53.2,7,10,70,8,11,72.7,9,4,24,18,12,10,8,7,2,5,16,12,14,13,61,58,Webster Bank Arena,2022,away,away
Manhattan_Monmouth,21,59,35.6,29,67,43.3,14,32,43.8,22,43,51.2,7,27,25.9,7,24,29.2,41.5,48.5,13,15,86.7,13,23,56.5,6,15,26,33,10,18,1,6,2,1,12,9,19,16,62,78,OceanFirst Bank Center,2022,away,home
Canisius_Monmouth,24,61,39.3,23,52,44.2,15,32,46.9,18,36,50,9,29,31,5,16,31.2,46.7,49,10,13,76.9,21,31,67.7,11,9,26,26,14,13,6,3,3,9,13,12,23,16,67,72,OceanFirst Bank Center,2022,away,home
Niagara_Monmouth,23,57,40.4,18,60,30,14,31,45.2,11,39,28.2,9,26,34.6,7,21,33.3,48.2,35.8,15,23,65.2,26,30,86.7,9,15,30,31,13,12,6,5,7,0,12,11,23,23,70,69,OceanFirst Bank Center,2022,away,home
Fairfield_Monmouth,22,57,38.6,19,46,41.3,16,38,42.1,11,27,40.7,6,19,31.6,8,19,42.1,43.9,50,6,10,60,13,18,72.2,13,6,22,26,6,11,5,5,1,6,12,12,17,14,56,59,OceanFirst Bank Center,2022,away,home
Monmouth_Quinnipiac,26,65,40,22,50,44,18,37,48.6,15,27,55.6,8,28,28.6,7,23,30.4,46.2,51,16,23,69.6,12,21,57.1,16,9,23,27,10,13,9,7,2,3,10,17,16,23,76,63,People's United Center,2022,away,home
Marist_Monmouth,30,55,54.5,21,62,33.9,20,33,60.6,17,43,39.5,10,22,45.5,4,19,21.1,63.6,37.1,13,18,72.2,12,19,63.2,8,13,32,20,10,9,3,8,4,4,11,6,17,19,83,58,OceanFirst Bank Center,2022,away,home
Monmouth_Manhattan,24,50,48,23,56,41.1,20,38,52.6,18,34,52.9,4,12,33.3,5,22,22.7,52,45.5,23,32,71.9,14,24,58.3,5,12,24,26,15,15,10,6,4,1,11,19,21,23,75,65,Draddy Gymnasium,2022,away,home
Monmouth_Iona,22,57,38.6,20,51,39.2,18,41,43.9,11,25,44,4,16,25,9,26,34.6,42.1,48,14,21,66.7,21,27,77.8,17,9,26,22,12,15,12,10,3,4,20,15,22,21,62,70,Hynes Athletics Center,2022,away,away
Rider_Monmouth,23,57,40.4,22,65,33.8,20,42,47.6,17,38,44.7,3,15,20,5,27,18.5,43,37.7,9,17,52.9,11,17,64.7,9,17,30,28,12,13,3,6,3,5,10,7,14,14,58,60,OceanFirst Bank Center,2022,away,home
Siena_Monmouth,21,66,31.8,27,63,42.9,18,46,39.1,22,45,48.9,3,20,15,5,18,27.8,34.1,46.8,14,18,77.8,12,18,66.7,12,11,29,36,10,13,4,1,2,6,5,8,18,16,59,71,OceanFirst Bank Center,2022,-1,-1
SaintPeter's_Monmouth,26,54,48.1,21,48,43.8,21,39,53.8,12,29,41.4,5,15,33.3,9,19,47.4,52.8,53.1,13,23,56.5,14,23,60.9,14,8,25,17,12,10,4,9,3,1,14,10,22,24,0,0,OceanFirst Bank Center,2022,away,home
Monmouth_Siena,24,52,46.2,23,61,37.7,20,37,54.1,13,39,33.3,4,15,26.7,10,22,45.5,50,45.9,7,12,58.3,14,20,70,3,17,23,26,10,9,5,4,3,2,10,8,16,17,0,0,Times Union Center,2022,-1,-1
Quinnipiac_Monmouth,26,58,44.8,28,61,45.9,18,31,58.1,19,38,50,8,27,29.6,9,23,39.1,51.7,53.3,12,15,80,10,14,71.4,9,11,24,22,12,17,8,10,3,3,14,13,17,15,0,0,OceanFirst Bank Center,2022,away,home
Monmouth_Rider,23,55,41.8,24,48,50,14,32,43.8,18,29,62.1,9,23,39.1,6,19,31.6,50,56.2,10,20,50,20,25,80,11,8,21,25,12,15,4,4,2,1,9,11,23,18,0,0,Alumni Gymnasium,2022,away,home
SacredHeart_StonyBrook,31,59,52.5,29,66,43.9,26,43,60.5,22,44,50,5,16,31.2,7,22,31.8,56.8,49.2,5,15,33.3,10,14,71.4,12,10,29,22,16,12,7,11,2,4,17,9,12,16,72,75,Island FCU Arena,2022,away,away
StonyBrook_Fairfield,31,71,43.7,30,60,50,22,48,45.8,23,41,56.1,9,23,39.1,7,19,36.8,50,55.8,7,10,70,16,18,88.9,9,8,23,32,9,12,4,1,2,4,5,8,15,12,78,83,Webster Bank Arena,2022,away,away
StonyBrook_Yale,29,54,53.7,28,64,43.8,18,31,58.1,17,35,48.6,11,23,47.8,11,29,37.9,63.9,52.3,16,24,66.7,14,21,66.7,6,12,28,23,18,16,2,5,3,3,12,10,18,22,85,81,John J. Lee Amphitheater,2022,away,home
American_StonyBrook,24,67,35.8,28,61,45.9,19,48,39.6,18,34,52.9,5,19,26.3,10,27,37,39.6,54.1,4,66,6.7,14,19,73.7,12,9,26,32,12,13,4,9,5,4,10,7,14,6,57,80,Island FCU Arena,2022,away,away
Wagner_StonyBrook,33,62,53.2,17,55,30.9,26,43,60.5,10,30,33.3,7,19,36.8,7,25,28,58.9,37.3,5,68,3.3,8,17,47.1,11,9,32,18,20,10,11,10,2,1,14,14,20,10,78,49,Island FCU Arena,2022,away,away
Hofstra_StonyBrook,25,64,39.1,27,68,39.7,20,38,52.6,14,40,35,5,26,19.2,13,28,46.4,43,49.3,7,11,63.6,12,16,75,9,20,24,34,12,12,7,8,7,3,11,13,16,15,62,79,Island FCU Arena,2022,away,away
Bryant_StonyBrook,31,64,48.4,31,64,48.4,22,31,71,22,34,64.7,9,33,27.3,9,30,30,55.5,55.5,7,16,43.8,15,19,78.9,16,13,22,23,12,18,6,11,2,1,15,10,18,15,78,86,Island FCU Arena,2022,away,away
CentralConnecticut_StonyBrook,27,62,43.5,34,62,54.8,19,36,52.8,20,35,57.1,8,26,30.8,14,27,51.9,50,66.1,5,10,50,5,77,1.4,10,9,21,26,10,17,9,8,2,3,16,15,12,13,67,87,Island FCU Arena,2022,away,away
SaintPeter's_StonyBrook,24,55,43.6,22,63,34.9,19,35,54.3,17,37,45.9,5,20,25,5,26,19.2,48.2,38.9,10,15,66.7,15,19,78.9,10,13,30,24,13,11,6,10,5,5,18,9,18,13,63,64,Island FCU Arena,2022,away,away
StonyBrook_Florida,28,54,51.9,32,60,53.3,23,35,65.7,24,37,64.9,5,19,26.3,8,23,34.8,56.5,60,1,61,6.7,15,20,75,5,15,16,25,8,20,10,11,1,5,17,16,17,13,62,87,Exactech Arena at Stephen C. O'Connell Center,2022,away,away
NonDivI-FarmingdaleState_StonyBrook,22,60,36.7,36,70,51.4,11,31,35.5,26,38,68.4,11,29,37.9,10,32,31.2,45.8,58.6,2,36,6.7,5,68,3.3,8,8,26,30,13,22,3,12,0,4,19,8,12,9,57,87,Island FCU Arena,2022,-1,-1
StonyBrook_Vermont,24,54,44.4,35,56,62.5,15,31,48.4,16,26,61.5,9,23,39.1,19,30,63.3,52.8,79.5,8,81,0,9,11,81.8,4,9,12,25,7,21,6,4,2,3,9,12,15,16,65,98,Patrick Gymnasium,2022,away,away
UMBC_StonyBrook,16,52,30.8,26,64,40.6,11,26,42.3,22,45,48.9,5,26,19.2,4,19,21.1,35.6,43.8,14,17,82.4,9,14,64.3,7,13,27,32,8,6,3,10,2,3,13,8,17,19,51,65,Island FCU Arena,2022,away,away
StonyBrook_Binghamton,21,61,34.4,28,63,44.4,16,40,40,22,41,53.7,5,21,23.8,6,22,27.3,38.5,49.2,27,34,79.4,9,19,47.4,15,13,28,29,6,11,4,2,3,4,9,12,16,23,74,71,Events Center,2022,away,away
StonyBrook_Albany,29,52,55.8,30,67,44.8,19,31,61.3,24,45,53.3,10,21,47.6,6,22,27.3,65.4,49.3,18,21,85.7,9,12,75,5,15,22,19,12,12,4,7,5,1,11,12,14,21,86,75,SEFCU Arena,2022,away,home
Vermont_StonyBrook,29,53,54.7,27,60,45,17,23,73.9,20,39,51.3,12,30,40,7,21,33.3,66,50.8,10,13,76.9,6,96,6.7,7,6,30,19,20,13,6,8,3,2,14,10,14,16,80,67,Island FCU Arena,2022,away,away
StonyBrook_NewHampshire,23,48,47.9,27,58,46.6,12,21,57.1,21,37,56.8,11,27,40.7,6,21,28.6,59.4,51.7,19,20,95,9,12,75,5,16,17,20,9,12,9,5,1,0,8,15,14,20,76,69,Lundholm Gymnasium,2022,away,away
Binghamton_StonyBrook,30,66,45.5,20,63,31.7,23,45,51.1,9,28,32.1,7,21,33.3,11,35,31.4,50.8,40.5,10,14,71.4,10,14,71.4,14,11,33,24,15,13,8,6,3,4,10,9,14,11,77,61,Island FCU Arena,2022,away,away
StonyBrook_NJIT,23,59,39,24,57,42.1,17,32,53.1,17,38,44.7,6,27,22.2,7,19,36.8,44.1,48.2,10,13,76.9,10,14,71.4,7,11,25,29,13,10,8,3,4,5,9,12,14,15,62,65,NJIT Wellness and Events Center,2022,away,away
NewHampshire_StonyBrook,25,56,44.6,21,55,38.2,18,35,51.4,17,30,56.7,7,21,33.3,4,25,16,50.9,41.8,10,17,58.8,19,19,100,17,12,22,19,8,5,3,7,3,6,15,8,21,19,67,65,Island FCU Arena,2022,away,away
UMass-Lowell_StonyBrook,28,53,52.8,29,57,50.9,22,37,59.5,18,35,51.4,6,16,37.5,11,22,50,58.5,60.5,23,28,82.1,18,24,75,10,8,23,19,9,10,4,4,4,4,12,10,17,22,85,87,Island FCU Arena,2022,-1,-1
StonyBrook_UMBC,30,60,50,33,61,54.1,23,42,54.8,15,31,48.4,7,18,38.9,18,30,60,55.8,68.9,17,26,65.4,11,13,84.6,13,8,21,23,12,21,6,3,2,1,11,10,12,18,84,95,Chesapeake Employers Insurance Arena,2022,away,home
Hartford_StonyBrook,33,68,48.5,28,56,50,23,34,67.6,18,36,50,10,34,29.4,10,20,50,55.9,58.9,6,61,0,22,26,84.6,10,12,19,25,14,11,9,3,0,2,9,13,18,10,82,88,Island FCU Arena,2022,away,away
StonyBrook_Hartford,22,61,36.1,20,49,40.8,14,35,40,11,22,50,8,26,30.8,9,27,33.3,42.6,50,18,25,72,25,45,55.6,13,8,29,31,7,13,5,7,4,3,13,10,29,21,70,74,Chase Arena,2022,away,home
StonyBrook_UMass-Lowell,18,63,28.6,24,60,40,11,39,28.2,16,37,43.2,7,24,29.2,8,23,34.8,34.1,46.7,7,88,7.5,11,14,78.6,17,9,27,27,7,15,5,8,1,3,16,10,14,7,0,0,Costello Athletic Center,2022,-1,-1
Albany_StonyBrook,19,64,29.7,24,50,48,11,34,32.4,21,35,60,8,30,26.7,3,15,20,35.9,51,4,58,0,15,23,65.2,5,8,21,40,10,14,8,5,1,5,10,17,20,10,0,0,Island FCU Arena,2022,away,away
NJIT_StonyBrook,25,58,43.1,34,66,51.5,17,34,50,26,45,57.8,8,24,33.3,8,21,38.1,50,57.6,10,17,58.8,11,15,73.3,10,14,20,28,13,16,4,3,3,1,11,6,13,14,0,0,Island FCU Arena,2022,away,away
Penn_Towson,21,52,40.4,30,58,51.7,12,29,41.4,26,41,63.4,9,23,39.1,4,17,23.5,49,55.2,10,16,62.5,12,20,60,10,12,21,24,10,13,3,8,2,3,17,10,17,14,61,76,SECU Arena,2022,away,home
SanFrancisco_Towson,25,51,49,17,45,37.8,14,26,53.8,13,34,38.2,11,25,44,4,11,36.4,59.8,42.2,10,14,71.4,23,31,74.2,7,10,24,22,10,5,6,7,3,2,11,12,22,18,71,61,Orleans Arena,2022,away,away
Towson_NewMexico,24,51,47.1,20,62,32.3,15,29,51.7,12,37,32.4,9,22,40.9,8,25,32,55.9,38.7,16,23,69.6,10,13,76.9,12,12,33,19,12,9,6,4,2,3,13,10,13,21,73,58,Orleans Arena,2022,away,away
LongIsland_Towson,22,58,37.9,30,63,47.6,16,31,51.6,26,44,59.1,6,27,22.2,4,19,21.1,43.1,50.8,13,19,68.4,8,12,66.7,10,13,19,26,11,11,3,6,3,2,12,11,14,17,63,72,SECU Arena,2022,-1,-1
Towson_KentState,28,53,52.8,17,59,28.8,16,28,57.1,10,31,32.3,12,25,48,7,28,25,64.2,34.7,5,86,2.5,17,18,94.4,10,11,31,16,18,7,4,4,3,6,14,6,19,12,73,58,M.A.C. Center,2022,away,away
