teamName,matches,_FG_Scored,opp_FG_Scored,_FG_Attempted,opp_FG_Attempted,_FG_Percent,opp_FG_Percent,_2P_Scored,opp_2P_Scored,_2P_Attempted,opp_2P_Attempted,_2P_Percent,opp_2P_Percent,_3P_Scored,opp_3P_Scored,_3P_Attempted,opp_3P_Attempted,_3P_Percent,opp_3P_Percent,_eFG%,opp_eFG%,_FT_Scored,opp_FT_Scored,_FT_Attempted,opp_FT_Attempted,_FT_Percent,opp_FT_Percent,_ORB,opp_ORB,_DRB,opp_DRB,_AST,opp_AST,_STL,opp_STL,_BLK,opp_BLK,_TOV,opp_TOV,_PF,opp_PF,_PTS,opp_PTS,SOS,NET
FresnoState,24,23,23.625,53.7083,54.5417,43.3417,43.9375,16.1667,16.3333,32.9167,33.6667,49.5542,48.6833,6.8333,7.2917,24.25,24.2917,32.2625,34.3625,49.7375,50.8708,13.4583,12.875,23.9167,27.375,63.8458,63.9417,10.7083,8.4167,24.7083,23.75,10.375,11,6.5833,6.7083,2.9167,3.1667,14.2917,13.0417,17.7917,18.625,66.2917,67.4167,105,77
Furman,25,29.2,25.4,59.96,57.6,48.788,44.464,19.52,18.16,31.64,35.24,61.876,52.04,9.68,7.24,28.32,22.36,33.704,31.848,56.84,50.768,11.52,10.88,37,24,54.22,59.836,8.92,9.12,26.24,23.88,16.64,12.96,8.2,7.16,3.36,2.76,12.52,14.8,17.12,14.64,79.6,68.92,145,82
Gardner-Webb,26,25.0385,23,56.3462,55.1538,44.6923,41.8731,16.1154,15.3462,31.6154,32.7308,51.2231,46.8154,8.9231,7.6538,24.7308,22.4231,36.7577,34.3346,52.6808,48.8115,11.6538,14.7308,20.8077,22.8462,59.2231,70.7115,9.1923,9.8462,25.2308,25.3077,13.0385,12.8462,5.8846,5.4615,4.8077,3.1538,11.6923,12.1923,18.9231,16.5,70.6538,68.3846,208,170
GeorgeMason,22,26.2727,25.3636,61.2273,57.9545,43.2045,44.1227,19,18,39.0909,37.2273,48.7727,48.85,7.2727,7.3636,22.1364,20.7273,32.5909,34.9318,49.1727,50.5091,11.5,11.8182,29.0909,20.4091,56.2091,65.3364,11.5455,8.4545,26.3636,26.7273,13.0455,11.2273,7.2273,6.5455,4.2273,2.5909,12.8182,14.0909,16.1364,16.8182,71.3182,69.9091,129,114
Georgetown,26,24.7692,26.1154,58.5,61.8846,42.5692,42.3538,16.4615,17.7692,35.7308,37.1923,46.4308,48.0192,8.3077,8.3462,22.7692,24.6923,37.35,33.6077,49.7654,49.2269,13.5769,11.0769,28.9615,24.3077,63.6231,60.6615,11.5769,10.3846,28.1923,24.4231,12.8077,15,5.8846,7.5769,3.8846,2.8077,15.1923,11.4615,15.8846,17.1923,71.4231,71.6538,29,194
GeorgeWashington,17,24.1765,27.2353,54.6471,60.7647,44.0882,45.4059,18.1765,19.6471,36.0588,38.6471,50.7706,51.4059,6,7.5882,18.5882,22.1176,31.8471,34.0059,49.6059,51.6882,13.7647,10.2353,24.9412,26.7647,66.3588,57.2824,8,10.4706,26.1765,24.7647,11.4118,14.8235,6.2941,7.1765,2.7059,3.5882,13.7059,11.5882,14.5294,16.1176,68.1176,72.2941,170,226
Georgia,26,28.2308,28.3077,61.6538,61.8846,46.2462,45.7231,21.8846,20.4615,42.0769,38.7692,52.5462,52.9577,6.3462,7.8462,19.5769,23.1154,33.6962,33.0808,51.5038,52.1,14.6538,13.5,27.9231,20.7692,64.7962,68.0346,12.2308,11.5385,24.9615,24.7308,14.9231,13.6538,8.4615,8.6154,2.4615,4.4231,16.6923,16.5769,18.6154,19.2308,77.4615,77.9615,44,223
GeorgiaSouthern,26,26.3846,23.9231,59.0769,56.5,44.3577,42.5038,18.9231,16.1923,35.6923,34.3846,52.2808,47.8154,7.4615,7.7308,23.3846,22.1154,31.9808,34.1808,50.7808,49.3615,11.3077,12.1923,28.5385,29.9231,54.2654,57.35,11.8846,10,25.1923,24.3846,12.3846,10.5385,8.0769,7.1538,3.8846,2.7692,14.3846,15.7692,17.1154,16.7308,71.5385,67.7692,297,248
GeorgiaState,22,29.5,25.1818,63,60.9545,46.5182,41.4818,21.4091,16.7727,40.4091,36.0455,52.8409,46.7818,8.0909,8.4091,22.5909,24.9091,35.4545,33.8955,52.9273,48.4909,13.2273,13.9091,23.3182,31.1364,65.9318,60.8091,11.3636,12.0455,26.1818,24.9545,16.7727,12.1818,7.1364,6.2727,4.4091,2.8636,11.5909,14.7273,16.5909,17.4091,80.3182,72.6818,244,158
GeorgiaTech,26,27.7692,25.6923,58.1538,55.9615,48.2231,46.0692,20.3846,18.4231,36.9231,36.2692,55.7654,51.0385,7.3846,7.2692,21.2308,19.6923,35.2692,37.0923,54.6731,52.65,12,11.3846,34,22.3462,53.9038,62.6962,7.8846,9.6923,22.4231,24.4615,15.7692,14.1154,9.0385,5.4231,3.4615,2.8077,11.1538,15.6923,15.7692,15.2308,74.9231,70.0385,48,157
Gonzaga,32,33.7188,25.9062,61.4062,61.4375,54.8937,42.2312,26.2188,19.125,41,40.7188,63.875,47.0719,7.5,6.7812,20.4062,20.7188,36.4344,32.4719,61.0813,47.7781,16.0312,11.0938,21.9688,27.6562,72.85,60.3969,9.3438,8.6875,27.8438,21.6875,18.75,11.7812,7.9375,6.0938,2.8125,2.7812,12.0312,14.4062,16.2812,19.25,90.9688,69.6875,79,1
GramblingState,24,23.4167,23.25,54.625,58.1667,42.9708,40.1958,18.2083,15.7083,38.9167,36,47.1667,43.8333,5.2083,7.5417,15.7083,22.1667,32.825,33.8042,47.7083,46.6833,15.3333,14.6667,23.0417,22.0417,66.4292,66.6542,8.75,11.5417,25.5417,24.9167,14.0417,14.3333,8.1667,7.625,2.9583,4.5,15.375,14.9167,18.0417,18.3333,67.375,68.7083,282,304
GrandCanyon,24,28.1667,21.7083,57.4583,56.375,48.7333,38.6375,21.375,14.7083,36.8333,32.7917,57.4875,44.5917,6.7917,7,20.625,27.1667,32.6208,28.0958,54.6458,44.8125,12.375,11.7083,22.7083,22.625,62.3542,64.775,10.8333,8.4583,28.8333,21.75,15.7083,10.125,4.7083,5.75,2.75,2.0417,12.875,11.75,17.2083,17.9583,75.5,62.125,291,92
GreenBay,25,26.24,27.8,60.28,58.72,43.472,47.652,19.44,20.52,39.84,38.6,48.572,53.384,6.8,7.28,20.44,20.12,32.056,35.94,49.132,54.008,12.32,13.64,23.12,30.24,65.716,62.04,9.2,9.76,23.48,26.2,14.08,12.48,5.52,5.68,3.6,2.68,10.76,11.76,16.2,16.24,71.6,76.52,200,344
Hampton,25,24.76,25.48,57.48,59.48,43.296,43.276,17.36,17.88,35.2,37,49.628,48.12,7.4,7.6,24.84,22.48,32.216,33.736,49.796,49.732,11.92,14.68,28.44,21.08,60.9,70.292,7.88,12.12,25.88,27.56,11.68,12.72,6.08,6.44,5.96,2.72,12.72,12.56,17.04,15.16,68.84,73.24,344,322
