teamName,matches,_FG_Scored,opp_FG_Scored,_FG_Attempted,opp_FG_Attempted,_FG_Percent,opp_FG_Percent,_2P_Scored,opp_2P_Scored,_2P_Attempted,opp_2P_Attempted,_2P_Percent,opp_2P_Percent,_3P_Scored,opp_3P_Scored,_3P_Attempted,opp_3P_Attempted,_3P_Percent,opp_3P_Percent,_eFG%,opp_eFG%,_FT_Scored,opp_FT_Scored,_FT_Attempted,opp_FT_Attempted,_FT_Percent,opp_FT_Percent,_ORB,opp_ORB,_DRB,opp_DRB,_AST,opp_AST,_STL,opp_STL,_BLK,opp_BLK,_TOV,opp_TOV,_PF,opp_PF,_PTS,opp_PTS
NonDivI-Guilford,2,24.0,24.0,62.0,53.0,38.7,45.85,18.0,16.0,44.0,32.0,41.0,50.15,6.0,8.0,18.0,21.0,35.0,39.3,43.55,53.3,9.5,14.5,13.0,23.0,74.4,64.65,14.0,12.0,22.0,24.5,13.0,14.0,11.5,6.0,2.5,7.0,10.0,14.0,17.0,13.5,63.5,70.5
NonDivI-Molloy,1,23.0,35.0,76.0,69.0,30.3,50.7,20.0,24.0,50.0,35.0,40.0,68.6,3.0,11.0,26.0,34.0,11.5,32.4,32.2,58.7,0.0,6.0,0.0,87.0,0.0,5.0,15.0,9.0,25.0,38.0,7.0,20.0,8.0,5.0,1.0,4.0,13.0,10.0,12.0,5.0,49.0,87.0
NonDivI-JohnJayCollegeOfCriminalJustice,1,22.0,41.0,61.0,78.0,36.1,52.6,17.0,27.0,39.0,45.0,43.6,60.0,5.0,14.0,22.0,33.0,22.7,42.4,40.2,61.5,2.0,6.0,36.0,78.0,6.7,5.7,9.0,12.0,26.0,31.0,12.0,28.0,6.0,21.0,0.0,7.0,25.0,9.0,8.0,8.0,51.0,102.0
NonDivI-RegisCollege,1,21.0,41.0,62.0,72.0,33.9,56.9,19.0,32.0,51.0,53.0,37.3,60.4,2.0,9.0,11.0,19.0,18.2,47.4,35.5,63.2,7.0,7.0,11.0,13.0,63.6,53.8,8.0,15.0,17.0,34.0,9.0,18.0,9.0,10.0,1.0,3.0,20.0,18.0,15.0,10.0,51.0,98.0
NonDivI-BarclayCollege,1,15.0,41.0,60.0,71.0,25.0,57.7,9.0,19.0,34.0,33.0,26.5,57.6,6.0,22.0,26.0,38.0,23.1,57.9,30.0,73.2,8.0,18.0,14.0,26.0,57.1,69.2,8.0,17.0,13.0,39.0,8.0,30.0,8.0,10.0,0.0,10.0,23.0,18.0,19.0,15.0,44.0,122.0
NonDivI-SWAdventist,1,21.0,34.0,55.0,74.0,38.2,45.9,14.0,28.0,34.0,51.0,41.2,54.9,7.0,6.0,21.0,23.0,33.3,26.1,44.5,50.0,13.0,26.0,20.0,39.0,65.0,66.7,5.0,27.0,19.0,33.0,11.0,21.0,7.0,8.0,3.0,4.0,17.0,15.0,27.0,19.0,62.0,100.0
McNeese,33,28.2727,26.9394,62.7576,60.1212,44.7545,44.8667,21.8182,19.7879,42.1212,39.2424,51.2182,50.6636,6.4545,7.1515,20.6364,23.0909,31.8545,33.0273,49.9939,50.8576,15.1515,16.3939,26.6364,28.9394,61.9727,65.7727,13.8788,10.0,26.6061,24.5758,12.6667,13.8788,7.7879,8.3333,3.5152,3.0,16.2424,14.7576,20.1212,18.6364,78.1515,77.4242
NonDivI-DistrictofColumbia,1,21.0,30.0,60.0,69.0,35.0,43.5,18.0,26.0,47.0,46.0,38.3,56.5,3.0,4.0,13.0,23.0,23.1,17.4,37.5,46.4,14.0,23.0,20.0,33.0,70.0,69.7,8.0,13.0,24.0,35.0,9.0,11.0,7.0,10.0,1.0,4.0,16.0,14.0,21.0,15.0,59.0,87.0
NonDivI-GallaudetUniversity,1,15.0,40.0,54.0,88.0,27.8,45.5,15.0,33.0,43.0,55.0,34.9,60.0,0.0,7.0,11.0,33.0,0.0,21.2,27.8,49.4,8.0,9.0,17.0,11.0,47.1,81.8,8.0,17.0,25.0,33.0,5.0,20.0,6.0,18.0,1.0,6.0,26.0,9.0,9.0,13.0,38.0,96.0
NonDivI-GeorgeFox,2,26.0,36.0,68.0,57.5,37.55,64.1,15.5,29.5,39.0,42.5,39.1,72.65,10.5,6.5,29.0,15.0,36.7,41.85,45.25,70.65,9.0,21.0,16.0,31.0,58.0,69.9,13.5,9.5,16.5,33.0,14.5,18.5,7.0,11.0,1.0,5.0,18.0,16.0,24.0,18.0,71.5,99.5
NonDivI-EasternOregon,1,22.0,26.0,48.0,53.0,45.8,49.1,18.0,20.0,32.0,35.0,56.2,57.1,4.0,6.0,16.0,18.0,25.0,33.3,50.0,54.7,13.0,24.0,18.0,35.0,72.2,68.6,7.0,15.0,21.0,20.0,9.0,7.0,3.0,3.0,3.0,3.0,16.0,12.0,25.0,15.0,61.0,82.0
NonDivI-PurdueNorthwest,1,29.0,32.0,73.0,68.0,39.7,47.1,23.0,25.0,49.0,47.0,46.9,53.2,6.0,7.0,24.0,21.0,25.0,33.3,43.8,52.2,7.0,10.0,10.0,18.0,70.0,55.6,9.0,16.0,22.0,36.0,15.0,15.0,8.0,6.0,4.0,7.0,11.0,17.0,15.0,7.0,71.0,81.0
NonDivI-Quincy,1,23.0,29.0,61.0,60.0,37.7,48.3,13.0,23.0,39.0,43.0,33.3,53.5,10.0,6.0,22.0,17.0,45.5,35.3,45.9,53.3,7.0,17.0,13.0,23.0,53.8,73.9,12.0,8.0,25.0,30.0,11.0,14.0,10.0,11.0,3.0,8.0,17.0,9.0,15.0,10.0,63.0,81.0
NonDivI-Concordia-Texas,1,31.0,28.0,55.0,63.0,56.4,44.4,21.0,16.0,34.0,36.0,61.8,44.4,10.0,12.0,21.0,27.0,47.6,44.4,65.5,54.0,10.0,10.0,17.0,23.0,58.8,43.5,8.0,17.0,25.0,20.0,19.0,11.0,10.0,9.0,2.0,1.0,17.0,14.0,16.0,16.0,82.0,78.0
NonDivI-OurLadyoftheLake,2,22.5,30.0,58.5,62.0,38.55,48.55,18.5,24.0,41.0,44.0,45.4,55.4,4.0,6.0,17.5,18.0,22.5,30.45,41.95,53.45,16.0,14.0,21.0,22.5,76.4,61.6,8.5,13.5,23.5,30.5,8.0,12.0,8.5,6.0,1.0,4.0,16.0,16.0,23.0,20.0,65.0,80.0
NonDivI-DallasChristian,5,21.4,33.6,58.8,71.4,36.74,47.02,13.4,23.4,36.6,44.2,36.4,52.46,8.0,10.2,22.2,27.2,34.26,35.66,43.6,54.32,4.6,15.8,44.4,20.6,17.0,75.58,8.0,19.4,20.2,29.2,14.4,20.2,6.8,11.0,3.2,5.2,20.6,13.0,17.4,10.2,55.4,93.2
NonDivI-Hanover,1,18.0,34.0,67.0,61.0,26.9,55.7,12.0,19.0,46.0,28.0,26.1,67.9,6.0,15.0,21.0,33.0,28.6,45.5,31.3,68.0,7.0,7.0,97.0,12.0,7.8,58.3,9.0,6.0,24.0,41.0,7.0,19.0,5.0,5.0,2.0,4.0,11.0,10.0,14.0,13.0,49.0,90.0
NonDivI-OaklandCity,1,28.0,27.0,59.0,63.0,47.5,42.9,25.0,19.0,48.0,39.0,52.1,48.7,3.0,8.0,11.0,24.0,27.3,33.3,50.0,49.2,10.0,16.0,15.0,20.0,66.7,80.0,11.0,15.0,23.0,23.0,7.0,9.0,8.0,10.0,5.0,5.0,17.0,13.0,17.0,13.0,69.0,78.0
NonDivI-Spalding,2,18.5,26.5,50.5,56.0,36.6,47.1,18.0,18.5,40.0,30.5,44.85,60.55,0.5,8.0,42.0,25.5,3.55,31.25,37.05,54.3,11.0,9.5,14.5,12.5,75.2,78.35,7.0,12.0,18.0,27.0,5.0,14.5,7.5,5.5,1.0,5.0,14.0,14.5,13.5,15.0,48.5,70.5
NonDivI-TrinityBaptist,2,16.5,30.5,61.0,61.5,27.2,49.55,10.5,21.0,38.0,34.5,25.6,62.0,6.0,9.5,23.0,27.0,25.55,34.1,32.75,57.2,4.5,15.0,54.5,20.5,2.85,73.0,12.5,13.0,21.5,32.0,9.0,18.5,6.0,12.0,1.0,6.5,19.0,10.5,18.5,11.0,43.5,85.5
NonDivI-CoastalGeorgia,1,20.0,35.0,52.0,56.0,38.5,62.5,10.0,31.0,29.0,44.0,34.5,70.5,10.0,4.0,23.0,12.0,43.5,33.3,48.1,66.1,4.0,9.0,66.0,11.0,6.7,81.8,6.0,5.0,15.0,24.0,14.0,14.0,4.0,14.0,0.0,6.0,18.0,11.0,8.0,12.0,54.0,83.0
NonDivI-WebberInternational,2,17.5,36.0,53.5,66.0,33.4,54.4,15.0,20.5,39.0,30.0,39.4,69.45,2.5,15.5,14.5,36.0,17.15,42.1,35.75,65.9,8.0,7.5,51.0,31.5,35.3,36.1,8.5,10.5,19.5,26.5,8.0,26.0,6.0,12.5,0.5,6.5,19.0,10.0,12.0,12.5,45.5,95.0
NonDivI-LaGrange,1,28.0,44.0,63.0,78.0,44.4,56.4,14.0,33.0,31.0,52.0,45.2,63.5,14.0,11.0,32.0,26.0,43.8,42.3,55.6,63.5,10.0,11.0,15.0,18.0,66.7,61.1,9.0,18.0,19.0,28.0,18.0,25.0,6.0,9.0,1.0,2.0,18.0,11.0,15.0,11.0,80.0,110.0
NonDivI-EastMennonite,1,22.0,41.0,62.0,78.0,35.5,52.6,17.0,34.0,41.0,53.0,41.5,64.2,5.0,7.0,21.0,25.0,23.8,28.0,39.5,57.1,5.0,7.0,95.0,11.0,5.6,63.6,11.0,13.0,26.0,30.0,9.0,23.0,5.0,16.0,2.0,2.0,27.0,13.0,16.0,12.0,54.0,96.0
NonDivI-Piedmont,2,21.0,34.0,53.5,67.5,39.2,50.35,10.5,20.5,27.0,29.5,38.4,72.0,10.5,13.5,26.5,38.0,39.45,34.55,49.1,60.35,2.5,7.5,17.5,11.0,20.0,68.35,6.5,14.0,21.0,27.0,13.5,21.5,8.5,15.0,1.5,3.0,22.0,12.0,10.5,9.0,55.0,89.0
NonDivI-Oberlin,1,13.0,31.0,50.0,64.0,26.0,48.4,4.0,22.0,16.0,37.0,25.0,59.5,9.0,9.0,34.0,27.0,26.5,33.3,35.0,55.5,3.0,13.0,56.0,15.0,0.0,86.7,4.0,13.0,21.0,33.0,9.0,15.0,3.0,15.0,0.0,1.0,22.0,11.0,16.0,9.0,38.0,84.0
NonDivI-Gwynedd-Mercy,2,20.5,29.0,60.0,62.5,34.9,46.45,13.5,17.0,29.5,30.5,49.65,55.55,7.0,12.0,30.5,32.0,22.65,37.6,41.25,56.05,13.5,14.5,20.0,20.5,66.65,70.9,11.5,12.5,22.5,32.0,8.5,16.5,5.5,6.0,1.0,4.0,13.5,11.0,18.0,18.0,61.5,84.5
NonDivI-Wiley,2,24.0,33.5,58.5,59.5,40.65,55.75,19.0,26.5,41.0,41.0,45.15,64.0,5.0,7.0,17.5,18.5,30.6,38.85,44.95,61.8,10.0,9.5,17.5,42.0,57.05,45.4,10.5,8.5,15.5,26.0,11.5,21.5,7.0,7.0,1.5,4.0,13.0,13.5,12.5,17.5,63.0,83.5
NonDivI-EasternUniversity,1,26.0,23.0,71.0,56.0,36.6,41.1,26.0,15.0,60.0,35.0,43.3,42.9,0.0,8.0,11.0,21.0,0.0,38.1,36.6,48.2,11.0,16.0,18.0,22.0,61.1,72.7,14.0,11.0,24.0,32.0,4.0,15.0,14.0,5.0,4.0,9.0,13.0,19.0,19.0,15.0,63.0,70.0
NonDivI-Birmingham-Southern,1,36.0,33.0,73.0,73.0,49.3,45.2,29.0,25.0,46.0,49.0,63.0,51.0,7.0,8.0,27.0,24.0,25.9,33.3,54.1,50.7,19.0,31.0,28.0,37.0,67.9,83.8,16.0,14.0,28.0,26.0,9.0,13.0,2.0,10.0,2.0,3.0,16.0,8.0,27.0,19.0,98.0,105.0
NonDivI-KentuckyChristian,3,25.3333,31.0,60.0,65.6667,42.3667,47.5667,19.0,21.6667,36.6667,35.6667,51.8667,61.0,6.3333,9.3333,23.3333,30.0,27.4,30.8,47.7,55.0,7.6667,11.0,51.3333,18.6667,26.6667,55.4667,5.0,14.0,24.6667,31.0,12.6667,19.3333,10.0,8.6667,2.0,5.0,16.6667,15.6667,17.6667,12.6667,64.6667,82.3333
NonDivI-PhilanderSmith,1,18.0,16.0,62.0,45.0,29.0,35.6,13.0,13.0,46.0,26.0,28.3,50.0,5.0,3.0,16.0,19.0,31.2,15.8,33.1,38.9,10.0,25.0,16.0,30.0,62.5,83.3,17.0,11.0,21.0,31.0,10.0,9.0,11.0,6.0,3.0,2.0,15.0,22.0,25.0,15.0,51.0,60.0
NonDivI-MerchantMarineAcademy,1,15.0,44.0,65.0,77.0,23.1,57.1,8.0,32.0,32.0,47.0,25.0,68.1,7.0,12.0,33.0,30.0,21.2,40.0,28.5,64.9,11.0,6.0,20.0,96.0,55.0,6.7,13.0,9.0,25.0,42.0,11.0,34.0,5.0,18.0,0.0,11.0,23.0,13.0,8.0,15.0,48.0,106.0
NonDivI-Virginia-Lynchburg,1,18.0,31.0,50.0,74.0,36.0,41.9,13.0,22.0,29.0,38.0,44.8,57.9,5.0,9.0,21.0,36.0,23.8,25.0,41.0,48.0,5.0,9.0,77.0,16.0,1.4,56.2,4.0,20.0,27.0,30.0,6.0,20.0,6.0,10.0,2.0,3.0,19.0,6.0,14.0,11.0,46.0,80.0
NonDivI-Mid-AtlanticChristian,2,18.5,35.0,63.5,63.0,28.85,55.55,11.0,27.0,37.0,42.5,30.2,63.5,7.5,8.0,26.5,20.5,29.1,39.05,34.75,61.9,10.5,12.5,14.5,18.0,72.65,71.9,9.5,13.5,18.0,37.0,9.5,21.5,11.0,8.5,1.0,7.0,12.5,17.0,14.5,15.0,55.0,90.5
NonDivI-CarolinaUniversity,1,22.0,35.0,49.0,71.0,44.9,49.3,15.0,25.0,29.0,48.0,51.7,52.1,7.0,10.0,20.0,23.0,35.0,43.5,52.0,56.3,5.0,18.0,77.0,27.0,1.4,66.7,6.0,19.0,21.0,22.0,8.0,18.0,6.0,13.0,2.0,3.0,25.0,8.0,24.0,10.0,56.0,98.0
NonDivI-Pfeiffer,1,25.0,41.0,67.0,75.0,37.3,54.7,13.0,35.0,42.0,58.0,31.0,60.3,12.0,6.0,25.0,17.0,48.0,35.3,46.3,58.7,7.0,21.0,11.0,26.0,63.6,80.8,9.0,15.0,22.0,37.0,11.0,14.0,4.0,11.0,0.0,9.0,19.0,12.0,22.0,19.0,69.0,109.0
NonDivI-WestFlorida,1,18.0,34.0,66.0,71.0,27.3,47.9,14.0,26.0,47.0,42.0,29.8,61.9,4.0,8.0,19.0,29.0,21.1,27.6,30.3,53.5,7.0,5.0,10.0,11.0,70.0,45.5,12.0,12.0,29.0,37.0,4.0,14.0,5.0,9.0,3.0,9.0,16.0,9.0,14.0,12.0,47.0,81.0
NonDivI-Xavier(LA),1,29.0,28.0,66.0,57.0,43.9,49.1,22.0,18.0,51.0,40.0,43.1,45.0,7.0,10.0,15.0,17.0,46.7,58.8,49.2,57.9,7.0,18.0,14.0,28.0,50.0,64.3,11.0,12.0,22.0,29.0,11.0,15.0,9.0,7.0,3.0,6.0,13.0,16.0,19.0,13.0,72.0,84.0
NonDivI-LSUShreveport,2,19.5,26.5,57.5,58.5,33.8,45.35,14.0,16.0,37.0,30.5,37.4,52.8,5.5,10.5,20.5,28.0,27.85,37.3,38.55,54.3,8.0,15.0,11.5,21.5,68.45,69.7,8.5,11.5,22.0,32.0,8.5,16.5,6.5,5.0,3.0,2.5,12.5,9.5,18.0,12.5,52.5,78.5
NonDivI-Crowley'sRidgeCollege,1,20.0,40.0,63.0,70.0,31.7,57.1,10.0,34.0,33.0,43.0,30.3,79.1,10.0,6.0,30.0,27.0,33.3,22.2,39.7,61.4,6.0,13.0,78.0,17.0,5.7,76.5,10.0,13.0,18.0,32.0,14.0,21.0,2.0,7.0,1.0,4.0,17.0,6.0,16.0,7.0,56.0,99.0
NonDivI-Roosevelt,1,19.0,33.0,50.0,60.0,38.0,55.0,11.0,23.0,24.0,39.0,45.8,59.0,8.0,10.0,26.0,21.0,30.8,47.6,46.0,63.3,3.0,12.0,74.0,16.0,2.9,75.0,5.0,9.0,20.0,28.0,9.0,22.0,4.0,14.0,4.0,2.0,18.0,9.0,13.0,9.0,49.0,88.0
NonDivI-Elizabethtown,1,16.0,29.0,61.0,67.0,26.2,43.3,11.0,21.0,40.0,37.0,27.5,56.8,5.0,8.0,21.0,30.0,23.8,26.7,30.3,49.3,5.0,3.0,77.0,93.0,1.4,3.3,15.0,10.0,29.0,31.0,11.0,24.0,7.0,10.0,2.0,4.0,21.0,13.0,10.0,12.0,42.0,69.0
NonDivI-ArizonaChristian,1,23.0,22.0,52.0,46.0,44.2,47.8,14.0,12.0,27.0,22.0,51.9,54.5,9.0,10.0,25.0,24.0,36.0,41.7,52.9,58.7,12.0,20.0,12.0,29.0,100.0,69.0,8.0,9.0,19.0,20.0,13.0,12.0,5.0,11.0,1.0,3.0,22.0,20.0,30.0,18.0,67.0,74.0
NonDivI-Maine-Farmington,1,17.0,26.0,52.0,72.0,32.7,36.1,13.0,22.0,35.0,52.0,37.1,42.3,4.0,4.0,17.0,20.0,23.5,20.0,36.5,38.9,14.0,15.0,15.0,20.0,93.3,75.0,9.0,16.0,35.0,27.0,5.0,12.0,8.0,16.0,4.0,4.0,26.0,14.0,18.0,16.0,52.0,71.0
NonDivI-Maine-FortKent,2,14.0,31.0,51.0,60.0,28.0,51.55,8.5,27.0,31.0,37.5,27.4,71.45,5.5,4.0,20.0,22.5,31.55,17.6,33.45,55.05,6.0,12.5,17.0,16.0,42.85,78.25,6.0,11.0,18.5,30.5,8.5,15.0,6.0,11.5,1.5,2.5,19.0,10.5,13.5,12.5,39.5,78.5
NonDivI-NewEngland,1,17.0,34.0,48.0,65.0,35.4,52.3,12.0,23.0,23.0,35.0,52.2,65.7,5.0,11.0,25.0,30.0,20.0,36.7,40.6,60.8,11.0,7.0,18.0,10.0,61.1,70.0,4.0,13.0,21.0,31.0,10.0,26.0,4.0,8.0,0.0,0.0,10.0,7.0,8.0,15.0,50.0,86.0
NonDivI-Manhattanville,1,15.0,38.0,46.0,64.0,32.6,59.4,12.0,26.0,31.0,39.0,38.7,66.7,3.0,12.0,15.0,25.0,20.0,48.0,35.9,68.8,9.0,11.0,16.0,16.0,56.2,68.8,8.0,11.0,17.0,24.0,10.0,25.0,7.0,15.0,3.0,2.0,31.0,17.0,18.0,16.0,42.0,99.0
NonDivI-BrynAthyn,1,15.0,37.0,58.0,64.0,25.9,57.8,9.0,28.0,30.0,37.0,30.0,75.7,6.0,9.0,28.0,27.0,21.4,33.3,31.0,64.8,6.0,8.0,10.0,11.0,60.0,72.7,5.0,11.0,17.0,39.0,4.0,21.0,9.0,11.0,0.0,4.0,19.0,17.0,11.0,4.0,42.0,91.0
NonDivI-ClarksSummit,2,15.5,35.5,48.5,68.0,32.5,52.1,12.0,25.0,32.0,37.0,37.25,68.95,3.5,10.5,16.5,31.0,24.1,34.2,36.45,59.9,14.5,13.5,21.0,19.0,66.45,71.6,8.0,16.5,19.0,28.5,7.0,18.0,6.0,14.5,2.5,2.5,21.5,11.5,15.5,17.5,49.0,95.0
NonDivI-St.Mary's(MD),2,16.0,37.0,48.0,67.0,33.3,54.9,13.5,28.0,32.0,42.0,42.15,65.7,2.5,9.0,16.0,25.0,15.9,36.55,35.9,61.65,14.5,15.5,20.0,24.5,68.35,62.9,7.5,14.5,19.5,26.0,7.0,22.0,7.0,16.0,2.0,1.5,29.5,16.0,19.5,21.5,49.0,98.5
NonDivI-ArlingtonBaptistCollege,1,17.0,49.0,61.0,95.0,27.9,51.6,11.0,43.0,39.0,74.0,28.2,58.1,6.0,6.0,22.0,21.0,27.3,28.6,32.8,54.7,4.0,16.0,58.0,21.0,0.0,76.2,4.0,37.0,12.0,40.0,11.0,23.0,7.0,12.0,3.0,10.0,21.0,12.0,13.0,10.0,44.0,120.0
NonDivI-LifeUniversity,1,19.0,27.0,60.0,61.0,31.7,44.3,13.0,18.0,37.0,35.0,35.1,51.4,6.0,9.0,23.0,26.0,26.1,34.6,36.7,51.6,6.0,15.0,96.0,21.0,6.7,71.4,10.0,14.0,22.0,31.0,11.0,19.0,11.0,15.0,1.0,4.0,21.0,19.0,12.0,10.0,50.0,78.0
NonDivI-EmersonCollege,1,19.0,29.0,61.0,61.0,31.1,47.5,14.0,22.0,43.0,36.0,32.6,61.1,5.0,7.0,18.0,25.0,27.8,28.0,35.2,53.3,5.0,12.0,86.0,20.0,2.5,60.0,15.0,4.0,32.0,28.0,14.0,17.0,7.0,17.0,4.0,12.0,28.0,10.0,19.0,11.0,48.0,77.0
NonDivI-Heidelberg,1,13.0,33.0,57.0,62.0,22.8,53.2,6.0,20.0,27.0,34.0,22.2,58.8,7.0,13.0,30.0,28.0,23.3,46.4,28.9,63.7,12.0,11.0,13.0,20.0,92.3,55.0,11.0,14.0,21.0,34.0,7.0,22.0,11.0,7.0,0.0,4.0,20.0,16.0,18.0,16.0,45.0,90.0
NonDivI-BresciaUniversity,1,22.0,39.0,52.0,68.0,42.3,57.4,14.0,30.0,30.0,40.0,46.7,75.0,8.0,9.0,22.0,28.0,36.4,32.1,50.0,64.0,7.0,11.0,10.0,14.0,70.0,78.6,10.0,11.0,19.0,20.0,10.0,14.0,6.0,13.0,0.0,5.0,28.0,12.0,14.0,14.0,59.0,98.0
NonDivI-Bryan,1,19.0,36.0,53.0,70.0,35.8,51.4,17.0,26.0,39.0,38.0,43.6,68.4,2.0,10.0,14.0,32.0,14.3,31.2,37.7,58.6,8.0,14.0,11.0,19.0,72.7,73.7,8.0,13.0,24.0,28.0,8.0,16.0,2.0,13.0,0.0,7.0,23.0,6.0,13.0,13.0,48.0,96.0
NonDivI-St.Xavier,1,19.0,32.0,64.0,72.0,29.7,44.4,14.0,25.0,42.0,45.0,33.3,55.6,5.0,7.0,22.0,27.0,22.7,25.9,33.6,49.3,9.0,3.0,15.0,31.0,60.0,0.0,12.0,13.0,27.0,38.0,9.0,13.0,8.0,7.0,4.0,3.0,14.0,12.0,6.0,15.0,52.0,74.0
NonDivI-PaulQuinn,5,19.4,28.6,57.4,62.2,33.38,46.18,16.4,21.8,41.4,41.0,39.9,53.18,3.0,6.8,16.0,36.2,18.72,26.94,35.92,51.6,11.2,15.4,31.6,21.4,50.88,72.3,10.0,15.0,21.2,31.0,6.0,16.8,8.6,6.6,3.2,6.2,17.4,15.4,20.6,17.6,53.0,79.4
NonDivI-Evangel,1,22.0,35.0,66.0,58.0,33.3,60.3,17.0,14.0,42.0,21.0,40.5,66.7,5.0,21.0,24.0,37.0,20.8,56.8,37.1,78.4,7.0,12.0,12.0,16.0,58.3,75.0,9.0,6.0,20.0,36.0,9.0,24.0,8.0,5.0,2.0,5.0,10.0,13.0,15.0,18.0,56.0,103.0
NonDivI-DickinsonState,1,12.0,28.0,54.0,57.0,22.2,49.1,11.0,22.0,34.0,42.0,32.4,52.4,1.0,6.0,20.0,15.0,5.0,40.0,23.1,54.4,2.0,12.0,21.0,18.0,0.0,66.7,6.0,5.0,26.0,36.0,5.0,19.0,5.0,7.0,3.0,9.0,18.0,9.0,15.0,9.0,27.0,74.0
NonDivI-YellowstoneChristianCollege,1,17.0,43.0,62.0,76.0,27.4,56.6,15.0,31.0,47.0,45.0,31.9,68.9,2.0,12.0,15.0,31.0,13.3,38.7,29.0,64.5,7.0,6.0,10.0,96.0,70.0,6.7,9.0,13.0,21.0,38.0,2.0,29.0,4.0,10.0,2.0,4.0,19.0,8.0,5.0,11.0,43.0,104.0
NonDivI-RockyMountain,1,18.0,28.0,64.0,66.0,28.1,42.4,14.0,19.0,51.0,31.0,27.5,61.3,4.0,9.0,13.0,35.0,30.8,25.7,31.2,49.2,12.0,16.0,18.0,18.0,66.7,88.9,8.0,12.0,27.0,41.0,7.0,19.0,7.0,4.0,2.0,5.0,13.0,13.0,16.0,21.0,52.0,81.0
NonDivI-Transylvania,1,19.0,30.0,57.0,57.0,33.3,52.6,11.0,14.0,40.0,22.0,27.5,63.6,8.0,16.0,17.0,35.0,47.1,45.7,40.4,66.7,13.0,8.0,16.0,13.0,81.2,61.5,7.0,6.0,22.0,32.0,13.0,26.0,5.0,7.0,1.0,9.0,13.0,13.0,14.0,20.0,59.0,84.0
NonDivI-PennSt.-Allegheny,1,28.0,47.0,73.0,84.0,38.4,56.0,20.0,41.0,53.0,62.0,37.7,66.1,8.0,6.0,20.0,22.0,40.0,27.3,43.8,59.5,7.0,26.0,17.0,41.0,41.2,63.4,14.0,13.0,33.0,36.0,13.0,26.0,6.0,25.0,3.0,7.0,40.0,15.0,27.0,21.0,71.0,126.0
NonDivI-Millersville,1,27.0,25.0,55.0,56.0,49.1,44.6,14.0,19.0,28.0,38.0,50.0,50.0,13.0,6.0,27.0,18.0,48.1,33.3,60.9,50.0,4.0,21.0,66.0,26.0,6.7,80.8,7.0,5.0,28.0,22.0,17.0,13.0,5.0,13.0,1.0,4.0,24.0,11.0,21.0,9.0,71.0,77.0
NonDivI-Goucher,1,14.0,39.0,47.0,70.0,29.8,55.7,9.0,28.0,31.0,47.0,29.0,59.6,5.0,11.0,16.0,23.0,31.2,47.8,35.1,63.6,8.0,11.0,11.0,15.0,72.7,73.3,3.0,16.0,16.0,31.0,7.0,23.0,8.0,12.0,0.0,4.0,23.0,10.0,15.0,7.0,41.0,100.0
NonDivI-WashingtonCollege(MD),2,19.0,41.5,54.0,68.5,34.3,60.4,14.0,31.5,29.0,44.0,45.05,71.45,5.0,10.0,25.0,24.5,20.0,40.75,39.15,67.65,8.0,10.0,11.0,14.5,73.35,66.85,6.0,14.5,16.5,31.0,10.5,25.0,4.5,11.5,0.0,3.0,16.0,9.5,14.5,15.0,51.0,103.0
NonDivI-CumberlandUniversity(TN),1,23.0,38.0,56.0,60.0,41.1,63.3,12.0,25.0,29.0,34.0,41.4,73.5,11.0,13.0,27.0,26.0,40.7,50.0,50.9,74.2,20.0,20.0,31.0,30.0,64.5,66.7,6.0,10.0,18.0,33.0,7.0,24.0,7.0,3.0,2.0,2.0,8.0,9.0,23.0,23.0,77.0,109.0
NonDivI-Campbellsville,1,21.0,39.0,61.0,67.0,34.4,58.2,13.0,34.0,35.0,48.0,37.1,70.8,8.0,5.0,26.0,19.0,30.8,26.3,41.0,61.9,11.0,15.0,14.0,22.0,78.6,68.2,7.0,9.0,23.0,35.0,9.0,16.0,2.0,11.0,2.0,1.0,17.0,8.0,16.0,13.0,61.0,98.0
NonDivI-MinnesotaDuluth,1,25.0,35.0,72.0,68.0,34.7,51.5,15.0,25.0,39.0,44.0,38.5,56.8,10.0,10.0,33.0,24.0,30.3,41.7,41.7,58.8,2.0,18.0,63.0,24.0,3.3,75.0,4.0,10.0,25.0,46.0,14.0,21.0,9.0,8.0,4.0,4.0,14.0,18.0,20.0,17.0,62.0,98.0
NonDivI-St.Joseph's(ME),1,22.0,40.0,57.0,76.0,38.6,52.6,15.0,37.0,32.0,60.0,46.9,61.7,7.0,3.0,25.0,16.0,28.0,18.8,44.7,54.6,2.0,15.0,21.0,23.0,0.0,65.2,5.0,15.0,26.0,30.0,8.0,13.0,1.0,16.0,1.0,2.0,24.0,5.0,19.0,9.0,53.0,98.0
NonDivI-KeeneState,1,21.0,33.0,61.0,70.0,34.4,47.1,13.0,14.0,39.0,26.0,33.3,53.8,8.0,19.0,22.0,44.0,36.4,43.2,41.0,60.7,4.0,7.0,41.0,12.0,0.0,58.3,7.0,16.0,22.0,33.0,10.0,21.0,6.0,10.0,1.0,9.0,12.0,7.0,16.0,10.0,54.0,92.0
